"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","pplfair","pplhlp","ppltrst","lrscale","polintr","stfdem","stfeco","stfgov","trstep","trstlgl","trstplc","trstplt","trstprl","trstprt","trstsci","imbgeco","imwbcnt","happy","rlgdgr"
"ESS2e03_6",2,"3.6","01.12.2018",226128,"DE",0.5522,0.47614828,2.4529457,,,,,3,0,0,88,2,0,2,2,6,0,4,0,0,3,,0,0,5,5
"ESS2e03_6",2,"3.6","01.12.2018",226131,"DE",0.5522,0.53436714,2.4529457,,,,,5,5,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,6,0
"ESS2e03_6",2,"3.6","01.12.2018",226202,"DE",0.5522,0.3982344,2.4529457,,,,,7,5,5,88,1,4,3,4,3,6,6,4,4,4,,4,6,6,1
"ESS2e03_6",2,"3.6","01.12.2018",226205,"DE",0.5522,0.47614828,2.4529457,,,,,6,0,0,88,3,4,5,6,5,3,4,0,5,5,,5,5,4,8
"ESS2e03_6",2,"3.6","01.12.2018",226217,"DE",0.5522,0.4133299,2.4529457,,,,,0,0,0,88,2,0,0,0,0,0,0,0,0,0,,0,0,5,0
"ESS2e03_6",2,"3.6","01.12.2018",226229,"DE",0.5522,0.47614828,2.4529457,,,,,0,0,0,10,2,4,4,5,0,0,3,0,0,3,,0,0,5,0
"ESS2e03_6",2,"3.6","01.12.2018",226232,"DE",0.5522,0.53436714,2.4529457,,,,,10,10,10,0,2,0,0,0,5,4,3,0,0,0,,0,0,6,0
"ESS2e03_6",2,"3.6","01.12.2018",226235,"DE",0.5522,0.53436714,2.4529457,,,,,6,5,5,0,3,0,0,0,4,0,5,0,0,2,,0,0,7,6
"ESS2e03_6",2,"3.6","01.12.2018",226306,"DE",0.5522,0.53436714,2.4529457,,,,,0,0,4,0,2,0,0,0,3,0,2,0,0,0,,0,0,4,0
"ESS2e03_6",2,"3.6","01.12.2018",226327,"DE",0.5522,0.54689246,2.4529457,,,,,7,6,10,88,3,0,0,0,0,0,0,0,0,0,,0,0,8,0
"ESS2e03_6",2,"3.6","01.12.2018",226330,"DE",0.5522,0.3982344,2.4529457,,,,,5,5,0,3,2,5,0,3,88,8,10,8,5,5,,3,0,10,7
"ESS2e03_6",2,"3.6","01.12.2018",227101,"DE",0.5522,0.53436714,2.4529457,,,,,6,4,5,4,3,5,5,4,6,6,4,4,6,3,,6,5,6,2
"ESS2e03_6",2,"3.6","01.12.2018",227104,"DE",0.5522,0.4162924,2.4529457,,,,,8,8,3,4,2,4,6,5,4,3,2,2,3,2,,5,6,8,5
"ESS2e03_6",2,"3.6","01.12.2018",227107,"DE",0.5522,0.40583304,2.4529457,,,,,6,4,4,3,2,1,3,2,4,6,5,2,5,2,,4,5,8,2
"ESS2e03_6",2,"3.6","01.12.2018",227110,"DE",0.5522,0.4162924,2.4529457,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,5,0
"ESS2e03_6",2,"3.6","01.12.2018",227113,"DE",0.5522,0.4162924,2.4529457,,,,,10,8,8,5,2,5,3,3,3,3,8,5,5,2,,8,8,9,2
"ESS2e03_6",2,"3.6","01.12.2018",227119,"DE",0.5522,0.3982344,2.4529457,,,,,6,4,5,0,2,5,4,5,6,5,6,5,4,6,,5,6,8,0
"ESS2e03_6",2,"3.6","01.12.2018",227122,"DE",0.5522,0.3982344,2.4529457,,,,,7,8,0,77,3,7,7,6,0,5,6,0,88,0,,5,3,7,5
"ESS2e03_6",2,"3.6","01.12.2018",227128,"DE",0.5522,0.48409903,2.4529457,,,,,8,6,6,2,2,7,3,6,7,6,7,5,7,6,,6,9,9,7
"ESS2e03_6",2,"3.6","01.12.2018",227205,"DE",0.5522,0.53436714,2.4529457,,,,,4,5,5,5,2,8,4,3,4,7,7,3,6,4,,8,7,6,0
"ESS2e03_6",2,"3.6","01.12.2018",227208,"DE",0.5522,0.5450357,2.4529457,,,,,8,7,6,5,1,9,3,5,4,3,10,4,8,4,,7,5,9,10
"ESS2e03_6",2,"3.6","01.12.2018",227211,"DE",0.5522,0.56423426,2.4529457,,,,,3,2,0,7,2,2,0,0,0,5,5,0,3,5,,0,0,9,0
"ESS2e03_6",2,"3.6","01.12.2018",227217,"DE",0.5522,0.54689246,2.4529457,,,,,5,3,6,6,3,5,2,3,4,7,7,3,3,2,,4,5,7,5
"ESS2e03_6",2,"3.6","01.12.2018",227223,"DE",0.5522,0.56423426,2.4529457,,,,,10,1,5,10,2,1,10,1,5,5,5,5,0,2,,0,5,4,0
"ESS2e03_6",2,"3.6","01.12.2018",227229,"DE",0.5522,0.3982344,2.4529457,,,,,6,7,3,5,2,2,0,2,1,5,8,3,2,3,,4,2,10,5
"ESS2e03_6",2,"3.6","01.12.2018",227303,"DE",0.5522,0.61477894,2.4529457,,,,,5,1,3,8,4,5,1,5,5,1,10,1,1,1,,0,0,8,0
"ESS2e03_6",2,"3.6","01.12.2018",227306,"DE",0.5522,0.4198886,2.4529457,,,,,7,7,6,1,1,4,5,6,7,5,5,5,4,5,,4,5,9,1
"ESS2e03_6",2,"3.6","01.12.2018",227312,"DE",0.5522,0.47614828,2.4529457,,,,,3,7,5,4,2,5,8,6,5,2,2,8,6,8,,3,2,8,8
"ESS2e03_6",2,"3.6","01.12.2018",227321,"DE",0.5522,0.4162924,2.4529457,,,,,4,5,4,3,2,2,2,1,1,3,5,1,2,2,,3,1,9,0
"ESS2e03_6",2,"3.6","01.12.2018",227324,"DE",0.5522,0.53436714,2.4529457,,,,,5,3,5,1,3,4,1,88,88,88,4,1,88,88,,1,0,2,0
"ESS2e03_6",2,"3.6","01.12.2018",227330,"DE",0.5522,0.56423426,2.4529457,,,,,7,1,7,1,2,7,4,5,2,7,8,3,9,4,,5,5,7,7
"ESS2e03_6",2,"3.6","01.12.2018",227336,"DE",0.5522,0.3982344,2.4529457,,,,,7,5,7,5,2,7,5,6,8,7,8,6,8,6,,5,5,9,0
"ESS2e03_6",2,"3.6","01.12.2018",228107,"DE",0.5522,0.4133299,2.4529457,,,,,9,3,9,8,3,8,7,7,7,8,8,7,8,6,,3,6,10,6
"ESS2e03_6",2,"3.6","01.12.2018",228110,"DE",0.5522,0.3982344,2.4529457,,,,,3,2,1,88,4,8,6,7,6,6,6,5,6,5,,3,6,7,5
"ESS2e03_6",2,"3.6","01.12.2018",228113,"DE",0.5522,0.56423426,2.4529457,,,,,8,3,8,7,3,8,7,7,8,8,7,6,8,6,,3,3,7,4
"ESS2e03_6",2,"3.6","01.12.2018",228116,"DE",0.5522,0.47614828,2.4529457,,,,,9,3,2,3,3,8,7,7,7,8,7,7,8,7,,5,3,8,3
"ESS2e03_6",2,"3.6","01.12.2018",228119,"DE",0.5522,0.3982344,2.4529457,,,,,8,4,8,4,3,8,6,7,8,8,7,6,8,6,,5,5,8,2
"ESS2e03_6",2,"3.6","01.12.2018",228122,"DE",0.5522,0.59625804,2.4529457,,,,,3,3,8,5,4,7,5,6,6,6,6,5,6,5,,5,6,6,2
"ESS2e03_6",2,"3.6","01.12.2018",228125,"DE",0.5522,0.56423426,2.4529457,,,,,8,2,8,8,3,7,6,6,5,6,5,5,6,5,,0,2,7,3
"ESS2e03_6",2,"3.6","01.12.2018",228128,"DE",0.5522,0.56423426,2.4529457,,,,,8,4,8,3,3,7,3,5,5,6,5,6,8,3,,3,5,8,0
"ESS2e03_6",2,"3.6","01.12.2018",228134,"DE",0.5522,0.47614828,2.4529457,,,,,8,7,3,1,2,8,5,7,7,7,7,6,7,6,,6,5,8,0
"ESS2e03_6",2,"3.6","01.12.2018",228202,"DE",0.5522,0.3982344,2.4529457,,,,,8,8,8,7,3,8,6,6,7,8,8,6,8,6,,6,7,7,1
"ESS2e03_6",2,"3.6","01.12.2018",228205,"DE",0.5522,0.61477894,2.4529457,,,,,8,3,3,9,4,7,6,6,5,5,4,3,4,3,,2,3,5,0
"ESS2e03_6",2,"3.6","01.12.2018",228208,"DE",0.5522,0.56423426,2.4529457,,,,,3,3,8,5,4,8,5,6,6,7,6,5,6,5,,3,5,6,1
"ESS2e03_6",2,"3.6","01.12.2018",228211,"DE",0.5522,0.40583304,2.4529457,,,,,8,8,8,7,2,9,7,7,8,8,8,7,8,7,,3,5,8,1
"ESS2e03_6",2,"3.6","01.12.2018",228214,"DE",0.5522,0.47614828,2.4529457,,,,,10,8,8,6,3,8,5,7,8,8,8,6,8,5,,2,5,8,2
"ESS2e03_6",2,"3.6","01.12.2018",228217,"DE",0.5522,0.3982344,2.4529457,,,,,3,6,2,5,4,5,5,6,5,6,5,3,6,3,,3,4,3,3
"ESS2e03_6",2,"3.6","01.12.2018",228220,"DE",0.5522,0.59625804,2.4529457,,,,,8,3,8,5,4,8,7,7,7,7,7,6,7,5,,4,5,8,0
"ESS2e03_6",2,"3.6","01.12.2018",228226,"DE",0.5522,0.3982344,2.4529457,,,,,8,8,8,3,3,8,7,7,7,8,8,7,8,6,,4,7,8,0
"ESS2e03_6",2,"3.6","01.12.2018",228229,"DE",0.5522,0.5450357,2.4529457,,,,,8,2,8,6,4,8,7,7,7,7,6,6,7,6,,4,6,7,4
"ESS2e03_6",2,"3.6","01.12.2018",228235,"DE",0.5522,0.3982344,2.4529457,,,,,8,3,2,4,3,8,4,6,5,7,5,4,7,4,,3,5,7,2
"ESS2e03_6",2,"3.6","01.12.2018",228303,"DE",0.5522,0.56423426,2.4529457,,,,,8,3,8,8,3,8,6,6,6,6,6,5,6,3,,2,4,7,3
"ESS2e03_6",2,"3.6","01.12.2018",228309,"DE",0.5522,0.47614828,2.4529457,,,,,8,2,2,8,3,8,7,7,6,7,7,6,7,6,,2,4,8,9
"ESS2e03_6",2,"3.6","01.12.2018",228312,"DE",0.5522,0.3982344,2.4529457,,,,,8,2,2,2,4,8,7,7,7,7,6,5,6,4,,4,4,8,0
"ESS2e03_6",2,"3.6","01.12.2018",228315,"DE",0.5522,0.61477894,2.4529457,,,,,9,3,9,3,2,9,7,8,9,9,8,7,8,7,,6,8,10,1
"ESS2e03_6",2,"3.6","01.12.2018",228318,"DE",0.5522,0.3982344,2.4529457,,,,,8,8,3,5,3,8,5,7,6,7,5,6,7,5,,8,7,8,3
"ESS2e03_6",2,"3.6","01.12.2018",228327,"DE",0.5522,0.4133299,2.4529457,,,,,8,3,2,6,3,8,7,7,6,8,7,6,8,5,,4,5,7,3
"ESS2e03_6",2,"3.6","01.12.2018",228330,"DE",0.5522,0.56423426,2.4529457,,,,,8,2,7,4,3,8,6,6,7,7,6,5,7,5,,4,5,7,0
"ESS2e03_6",2,"3.6","01.12.2018",228333,"DE",0.5522,0.5450357,2.4529457,,,,,9,3,3,8,3,8,6,6,7,7,6,5,6,5,,3,3,8,6
"ESS2e03_6",2,"3.6","01.12.2018",228336,"DE",0.5522,0.56423426,2.4529457,,,,,3,2,2,77,4,7,6,7,6,7,5,5,6,5,,3,4,7,2
"ESS2e03_6",2,"3.6","01.12.2018",229101,"DE",0.5522,0.46921235,2.4529457,,,,,7,5,4,2,4,0,2,1,3,0,8,3,2,3,,1,2,4,0
"ESS2e03_6",2,"3.6","01.12.2018",229104,"DE",0.5522,0.644366,2.4529457,,,,,3,5,4,5,3,7,4,4,6,8,7,5,5,4,,5,5,8,1
"ESS2e03_6",2,"3.6","01.12.2018",229113,"DE",0.5522,0.46921235,2.4529457,,,,,8,3,5,5,2,5,3,3,8,5,3,10,8,8,,3,2,8,8
"ESS2e03_6",2,"3.6","01.12.2018",229116,"DE",0.5522,0.6421783,2.4529457,,,,,3,0,0,0,4,3,10,0,4,2,2,0,2,3,,3,3,10,0
"ESS2e03_6",2,"3.6","01.12.2018",229119,"DE",0.5522,0.6421783,2.4529457,,,,,5,4,1,5,1,0,0,0,0,0,4,2,2,5,,5,3,8,0
"ESS2e03_6",2,"3.6","01.12.2018",229122,"DE",0.5522,0.6296082,2.4529457,,,,,8,8,8,2,2,8,5,6,6,5,3,4,5,5,,10,10,6,5
"ESS2e03_6",2,"3.6","01.12.2018",229125,"DE",0.5522,0.6421783,2.4529457,,,,,3,8,3,4,2,2,2,2,2,3,3,1,3,1,,3,3,5,0
"ESS2e03_6",2,"3.6","01.12.2018",229128,"DE",0.5522,0.49048883,2.4529457,,,,,7,8,7,5,3,7,6,3,4,4,6,5,5,5,,4,3,6,8
"ESS2e03_6",2,"3.6","01.12.2018",229202,"DE",0.5522,0.4781653,2.4529457,,,,,5,6,4,5,3,7,7,6,0,8,8,3,5,3,,5,2,10,0
"ESS2e03_6",2,"3.6","01.12.2018",229211,"DE",0.5522,0.5610129,2.4529457,,,,,8,5,8,5,2,5,2,4,8,9,9,3,3,3,,2,6,9,3
"ESS2e03_6",2,"3.6","01.12.2018",229220,"DE",0.5522,0.6296082,2.4529457,,,,,5,6,5,5,3,2,3,3,0,4,7,0,1,0,,1,1,10,0
"ESS2e03_6",2,"3.6","01.12.2018",229226,"DE",0.5522,0.4781653,2.4529457,,,,,6,8,4,77,3,6,8,6,5,3,3,5,5,5,,3,77,10,0
"ESS2e03_6",2,"3.6","01.12.2018",229229,"DE",0.5522,0.6421783,2.4529457,,,,,10,0,0,4,2,1,0,4,7,0,1,0,5,0,,0,0,9,0
"ESS2e03_6",2,"3.6","01.12.2018",229235,"DE",0.5522,0.6647986,2.4529457,,,,,5,4,3,2,2,3,2,1,0,2,2,0,0,0,,3,5,6,0
"ESS2e03_6",2,"3.6","01.12.2018",229303,"DE",0.5522,0.4781653,2.4529457,,,,,6,5,2,4,3,3,3,2,88,7,7,2,3,2,,5,5,8,5
"ESS2e03_6",2,"3.6","01.12.2018",229309,"DE",0.5522,0.5610129,2.4529457,,,,,7,7,8,3,1,8,8,8,9,9,9,8,8,8,,5,5,9,0
"ESS2e03_6",2,"3.6","01.12.2018",229312,"DE",0.5522,0.6296082,2.4529457,,,,,6,1,0,5,2,0,0,0,2,5,0,0,5,0,,0,0,9,0
"ESS2e03_6",2,"3.6","01.12.2018",229315,"DE",0.5522,0.4781653,2.4529457,,,,,8,6,10,2,1,1,2,2,2,8,8,3,5,2,,88,8,8,8
"ESS2e03_6",2,"3.6","01.12.2018",229318,"DE",0.5522,0.7025301,2.4529457,,,,,8,8,4,5,3,3,3,3,5,6,8,2,3,2,,4,5,9,0
"ESS2e03_6",2,"3.6","01.12.2018",229321,"DE",0.5522,0.4781653,2.4529457,,,,,5,5,7,3,1,7,4,88,5,88,88,4,5,4,,3,88,8,0
"ESS2e03_6",2,"3.6","01.12.2018",229324,"DE",0.5522,0.6647986,2.4529457,,,,,0,0,0,5,4,5,0,88,88,0,5,0,1,0,,88,1,1,5
"ESS2e03_6",2,"3.6","01.12.2018",229327,"DE",0.5522,0.5610129,2.4529457,,,,,8,3,8,5,3,2,2,2,4,3,10,1,1,1,,2,2,10,0
"ESS2e03_6",2,"3.6","01.12.2018",229330,"DE",0.5522,0.6421783,2.4529457,,,,,7,5,6,7,2,6,6,0,2,0,5,2,0,2,,1,1,9,5
"ESS2e03_6",2,"3.6","01.12.2018",229336,"DE",0.5522,0.6421783,2.4529457,,,,,9,9,9,5,3,2,2,2,88,2,4,2,2,2,,3,8,5,2
"ESS2e03_6",2,"3.6","01.12.2018",230107,"DE",0.5522,0.494726,2.4529457,,,,,8,3,8,5,2,5,3,3,5,3,5,3,3,3,,2,3,8,0
"ESS2e03_6",2,"3.6","01.12.2018",230110,"DE",0.5522,0.46921235,2.4529457,,,,,3,8,3,5,1,9,5,8,7,7,9,8,7,6,,5,8,10,2
"ESS2e03_6",2,"3.6","01.12.2018",230113,"DE",0.5522,0.48699832,2.4529457,,,,,4,4,6,3,1,4,6,4,3,6,6,3,4,2,,4,4,8,0
"ESS2e03_6",2,"3.6","01.12.2018",230116,"DE",0.5522,0.6421783,2.4529457,,,,,6,4,4,5,3,5,5,5,7,6,7,4,6,5,,5,4,7,0
"ESS2e03_6",2,"3.6","01.12.2018",230119,"DE",0.5522,0.6296082,2.4529457,,,,,6,4,4,5,2,3,3,1,6,4,4,2,3,2,,1,4,8,2
"ESS2e03_6",2,"3.6","01.12.2018",230122,"DE",0.5522,0.6296082,2.4529457,,,,,6,3,5,5,3,4,5,3,6,2,0,4,2,4,,5,3,7,5
"ESS2e03_6",2,"3.6","01.12.2018",230128,"DE",0.5522,0.6421783,2.4529457,,,,,5,1,0,5,2,1,1,1,5,5,5,3,5,3,,1,5,5,0
"ESS2e03_6",2,"3.6","01.12.2018",230134,"DE",0.5522,0.6421783,2.4529457,,,,,6,4,4,5,1,5,4,5,2,3,3,2,2,2,,5,5,8,0
"ESS2e03_6",2,"3.6","01.12.2018",230202,"DE",0.5522,0.48699832,2.4529457,,,,,7,7,7,7,1,2,2,1,6,8,8,5,3,2,,1,1,9,9
"ESS2e03_6",2,"3.6","01.12.2018",230211,"DE",0.5522,0.5610129,2.4529457,,,,,8,7,3,2,3,3,3,5,3,2,7,5,4,3,,5,3,9,2
"ESS2e03_6",2,"3.6","01.12.2018",230214,"DE",0.5522,0.6421783,2.4529457,,,,,6,4,4,10,2,0,3,0,0,3,3,0,0,0,,0,6,5,8
"ESS2e03_6",2,"3.6","01.12.2018",230217,"DE",0.5522,2.6309469,2.4529457,,,,,5,4,3,5,3,3,3,3,5,5,5,5,5,5,,3,3,8,1
"ESS2e03_6",2,"3.6","01.12.2018",230220,"DE",0.5522,0.7025301,2.4529457,,,,,8,7,6,6,3,6,2,2,4,6,6,1,2,1,,5,7,8,8
"ESS2e03_6",2,"3.6","01.12.2018",230223,"DE",0.5522,0.6647986,2.4529457,,,,,5,3,3,5,1,4,3,1,7,3,4,4,3,3,,1,2,8,0
"ESS2e03_6",2,"3.6","01.12.2018",230229,"DE",0.5522,0.6296082,2.4529457,,,,,5,4,4,5,4,5,3,2,0,2,2,0,2,0,,5,5,6,1
"ESS2e03_6",2,"3.6","01.12.2018",230232,"DE",0.5522,0.6545328,2.4529457,,,,,7,5,7,5,3,5,5,3,5,4,4,2,4,2,,6,5,7,0
"ESS2e03_6",2,"3.6","01.12.2018",230235,"DE",0.5522,0.6647986,2.4529457,,,,,4,3,4,5,3,3,3,1,0,1,1,0,0,0,,4,4,6,0
"ESS2e03_6",2,"3.6","01.12.2018",230309,"DE",0.5522,0.46921235,2.4529457,,,,,8,4,4,5,2,1,1,0,3,3,3,0,1,0,,6,4,8,2
"ESS2e03_6",2,"3.6","01.12.2018",230312,"DE",0.5522,0.6537425,2.4529457,,,,,4,3,2,3,3,3,2,1,5,4,5,1,3,2,,5,3,4,7
"ESS2e03_6",2,"3.6","01.12.2018",230315,"DE",0.5522,0.494726,2.4529457,,,,,8,7,7,3,1,7,4,5,7,9,9,6,9,4,,7,7,8,10
"ESS2e03_6",2,"3.6","01.12.2018",230321,"DE",0.5522,0.46921235,2.4529457,,,,,5,4,3,2,1,2,0,1,5,2,2,2,2,2,,5,5,8,0
"ESS2e03_6",2,"3.6","01.12.2018",230324,"DE",0.5522,0.49048883,2.4529457,,,,,5,7,4,5,2,5,2,3,5,4,7,9,0,0,,4,3,7,0
"ESS2e03_6",2,"3.6","01.12.2018",230336,"DE",0.5522,0.5610129,2.4529457,,,,,7,3,0,3,4,5,0,0,0,0,0,0,0,0,,0,2,1,5
"ESS2e03_6",2,"3.6","01.12.2018",231107,"DE",0.5522,0.644366,2.4529457,,,,,8,8,6,5,2,6,6,6,6,6,7,5,5,5,,6,5,8,1
"ESS2e03_6",2,"3.6","01.12.2018",231110,"DE",0.5522,0.644366,2.4529457,,,,,8,6,5,5,2,6,4,5,7,7,6,6,6,6,,3,5,9,1
"ESS2e03_6",2,"3.6","01.12.2018",231119,"DE",0.5522,0.6421783,2.4529457,,,,,6,7,7,77,3,5,0,0,88,4,6,1,3,3,,5,3,8,3
"ESS2e03_6",2,"3.6","01.12.2018",231128,"DE",0.5522,0.644366,2.4529457,,,,,7,6,7,5,3,7,4,2,7,5,7,3,5,4,,88,88,8,1
"ESS2e03_6",2,"3.6","01.12.2018",231211,"DE",0.5522,0.48699832,2.4529457,,,,,8,8,8,4,1,8,3,3,5,7,8,4,7,3,,5,7,8,1
"ESS2e03_6",2,"3.6","01.12.2018",231217,"DE",0.5522,0.644366,2.4529457,,,,,5,4,3,88,4,5,4,88,88,6,4,4,5,5,,1,5,7,0
"ESS2e03_6",2,"3.6","01.12.2018",231309,"DE",0.5522,0.48699832,2.4529457,,,,,7,7,5,5,3,5,3,2,4,2,6,1,3,2,,5,5,9,0
"ESS2e03_6",2,"3.6","01.12.2018",231312,"DE",0.5522,1.1894113,2.4529457,,,,,5,4,3,4,2,7,88,6,88,7,8,4,5,6,,6,5,6,5
"ESS2e03_6",2,"3.6","01.12.2018",231315,"DE",0.5522,0.46921235,2.4529457,,,,,6,6,6,5,3,4,4,4,7,5,6,3,4,4,,3,4,7,0
"ESS2e03_6",2,"3.6","01.12.2018",231318,"DE",0.5522,0.5610129,2.4529457,,,,,5,7,5,5,4,4,0,0,88,88,8,0,2,4,,5,4,6,4
"ESS2e03_6",2,"3.6","01.12.2018",231330,"DE",0.5522,0.46921235,2.4529457,,,,,5,6,4,5,3,7,5,5,5,5,7,5,5,5,,5,88,8,0
"ESS2e03_6",2,"3.6","01.12.2018",232101,"DE",0.5522,0.6421783,2.4529457,,,,,0,5,2,2,3,3,8,5,88,0,1,8,6,8,,2,2,10,5
"ESS2e03_6",2,"3.6","01.12.2018",232110,"DE",0.5522,0.5610129,2.4529457,,,,,2,5,5,5,2,2,2,2,2,3,8,2,0,2,,0,0,8,10
"ESS2e03_6",2,"3.6","01.12.2018",232116,"DE",0.5522,0.5610129,2.4529457,,,,,9,9,10,0,1,3,3,3,88,7,8,4,7,4,,7,6,8,0
"ESS2e03_6",2,"3.6","01.12.2018",232119,"DE",0.5522,0.6647986,2.4529457,,,,,5,3,1,3,2,2,2,3,4,5,7,4,3,1,,5,5,8,0
"ESS2e03_6",2,"3.6","01.12.2018",232122,"DE",0.5522,0.46921235,2.4529457,,,,,6,5,4,4,3,0,0,0,0,0,5,0,0,0,,5,5,5,0
"ESS2e03_6",2,"3.6","01.12.2018",232125,"DE",0.5522,0.6421783,2.4529457,,,,,8,4,2,5,1,3,2,0,88,0,5,0,0,0,,5,5,8,1
"ESS2e03_6",2,"3.6","01.12.2018",232131,"DE",0.5522,0.5610129,2.4529457,,,,,6,6,4,6,2,4,4,4,6,7,8,6,6,6,,3,3,3,7
"ESS2e03_6",2,"3.6","01.12.2018",232208,"DE",0.5522,0.46921235,2.4529457,,,,,2,2,5,5,2,3,5,3,6,7,5,3,4,3,,5,5,7,7
"ESS2e03_6",2,"3.6","01.12.2018",232211,"DE",0.5522,0.4781653,2.4529457,,,,,8,7,7,6,2,7,5,6,6,8,8,8,7,7,,6,5,8,9
"ESS2e03_6",2,"3.6","01.12.2018",232214,"DE",0.5522,0.46921235,2.4529457,,,,,1,1,1,5,3,0,0,0,0,6,2,0,0,0,,0,0,7,0
"ESS2e03_6",2,"3.6","01.12.2018",232217,"DE",0.5522,0.644366,2.4529457,,,,,7,3,5,5,3,3,0,2,3,5,7,3,3,3,,2,3,5,0
"ESS2e03_6",2,"3.6","01.12.2018",232220,"DE",0.5522,0.6647986,2.4529457,,,,,8,8,5,3,2,10,5,8,5,8,8,5,10,5,,5,5,10,0
"ESS2e03_6",2,"3.6","01.12.2018",232223,"DE",0.5522,0.6421783,2.4529457,,,,,7,3,4,5,2,5,3,5,5,2,5,5,2,2,,5,5,8,3
"ESS2e03_6",2,"3.6","01.12.2018",232226,"DE",0.5522,0.6296082,2.4529457,,,,,9,6,5,4,2,8,4,4,5,4,9,2,3,2,,8,6,9,0
"ESS2e03_6",2,"3.6","01.12.2018",232235,"DE",0.5522,0.6421783,2.4529457,,,,,6,3,6,5,3,0,0,0,88,4,2,2,0,2,,0,0,9,0
"ESS2e03_6",2,"3.6","01.12.2018",232306,"DE",0.5522,0.5610129,2.4529457,,,,,3,5,2,5,1,7,5,3,8,3,8,4,4,4,,8,5,10,10
"ESS2e03_6",2,"3.6","01.12.2018",232318,"DE",0.5522,0.7025301,2.4529457,,,,,8,5,4,5,3,2,2,2,3,5,6,2,3,2,,5,3,10,0
"ESS2e03_6",2,"3.6","01.12.2018",232324,"DE",0.5522,0.724352,2.4529457,,,,,4,4,5,5,2,7,4,6,6,7,8,6,5,5,,10,6,4,0
"ESS2e03_6",2,"3.6","01.12.2018",232327,"DE",0.5522,0.5610129,2.4529457,,,,,3,0,0,4,1,4,2,3,3,2,3,2,1,2,,0,0,10,0
"ESS2e03_6",2,"3.6","01.12.2018",232330,"DE",0.5522,0.6421783,2.4529457,,,,,8,5,5,5,2,3,3,3,3,3,7,2,3,2,,0,3,7,3
"ESS2e03_6",2,"3.6","01.12.2018",233104,"DE",0.5522,0.5610129,2.4529457,,,,,7,7,5,4,3,3,5,2,5,5,6,4,4,4,,2,3,7,0
"ESS2e03_6",2,"3.6","01.12.2018",233107,"DE",0.5522,0.6647986,2.4529457,,,,,6,8,7,5,2,6,6,6,5,9,9,4,7,4,,5,2,8,4
"ESS2e03_6",2,"3.6","01.12.2018",233113,"DE",0.5522,0.724352,2.4529457,,,,,4,4,2,5,4,4,2,5,88,3,4,2,5,1,,88,9,3,5
"ESS2e03_6",2,"3.6","01.12.2018",233122,"DE",0.5522,0.6647986,2.4529457,,,,,3,3,1,8,1,3,0,0,0,0,3,0,0,2,,0,0,9,1
"ESS2e03_6",2,"3.6","01.12.2018",233125,"DE",0.5522,0.5610129,2.4529457,,,,,7,7,6,4,2,4,4,4,5,6,6,4,5,4,,4,4,7,0
"ESS2e03_6",2,"3.6","01.12.2018",233128,"DE",0.5522,0.46921235,2.4529457,,,,,6,4,4,3,2,3,3,3,5,6,5,2,5,3,,4,4,8,0
"ESS2e03_6",2,"3.6","01.12.2018",233131,"DE",0.5522,0.6421783,2.4529457,,,,,6,4,6,5,2,5,3,3,4,6,5,4,5,4,,1,1,8,2
"ESS2e03_6",2,"3.6","01.12.2018",233202,"DE",0.5522,0.49048883,2.4529457,,,,,8,4,5,5,1,8,4,3,1,1,6,0,3,1,,5,3,8,0
"ESS2e03_6",2,"3.6","01.12.2018",233208,"DE",0.5522,0.644366,2.4529457,,,,,7,3,4,1,3,4,5,7,5,7,6,4,4,4,,5,5,8,0
"ESS2e03_6",2,"3.6","01.12.2018",233220,"DE",0.5522,0.724352,2.4529457,,,,,7,8,7,5,3,5,5,4,7,7,6,6,7,5,,5,7,8,8
"ESS2e03_6",2,"3.6","01.12.2018",233223,"DE",0.5522,0.49048883,2.4529457,,,,,5,5,3,4,2,3,3,3,4,4,5,3,3,3,,2,3,7,0
"ESS2e03_6",2,"3.6","01.12.2018",233226,"DE",0.5522,0.46921235,2.4529457,,,,,3,5,2,5,1,3,2,2,2,5,8,5,5,4,,5,3,7,8
"ESS2e03_6",2,"3.6","01.12.2018",233232,"DE",0.5522,0.46921235,2.4529457,,,,,4,6,5,5,3,6,6,5,5,7,6,5,6,5,,5,5,7,5
"ESS2e03_6",2,"3.6","01.12.2018",233303,"DE",0.5522,0.5610129,2.4529457,,,,,5,4,4,3,3,3,2,3,6,5,5,3,4,2,,2,4,5,0
"ESS2e03_6",2,"3.6","01.12.2018",233309,"DE",0.5522,0.6296082,2.4529457,,,,,5,5,5,1,2,4,5,4,5,7,5,4,5,5,,4,5,9,0
"ESS2e03_6",2,"3.6","01.12.2018",233312,"DE",0.5522,0.6421783,2.4529457,,,,,4,2,3,2,1,5,3,3,6,6,7,5,4,3,,7,5,9,5
"ESS2e03_6",2,"3.6","01.12.2018",233318,"DE",0.5522,0.6421783,2.4529457,,,,,6,6,4,5,2,0,0,0,5,4,7,1,2,1,,88,5,8,5
