"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","pplfair","pplhlp","ppltrst","lawobey","lrscale","polintr","stfdem","stfeco","stfgov","trstlgl","trstplc","trstplt","trstprl","trstprt","trstsci","imbgeco","imwbcnt","happy","rlgdgr"
"ESS4e04_6",4,"4.6","14.11.2023",26102,"SK",0.48291147,0.66441953,0.2513787,0.1670209,,,,2,1,5,,5,3,3,3,3,4,4,3,5,3,,5,5,5,6
"ESS4e04_6",4,"4.6","14.11.2023",26103,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,4,4,6,,8,3,1,2,3,1,3,1,3,1,,2,5,6,8
"ESS4e04_6",4,"4.6","14.11.2023",26104,"SK",0.48291147,0.4797472,0.2513787,0.12059822,,,,3,3,2,,6,2,4,3,3,3,4,3,3,3,,4,5,6,8
"ESS4e04_6",4,"4.6","14.11.2023",26105,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,2,2,1,,5,3,3,3,3,4,4,5,3,5,,3,4,4,3
"ESS4e04_6",4,"4.6","14.11.2023",26106,"SK",0.48291147,0.49983388,0.2513787,0.12564759,,,,1,0,1,,6,2,2,1,1,2,3,1,2,1,,5,4,4,7
"ESS4e04_6",4,"4.6","14.11.2023",26107,"SK",0.48291147,0.5006784,0.2513787,0.12585989,,,,4,3,4,,7,2,4,3,3,4,5,3,4,3,,6,5,7,6
"ESS4e04_6",4,"4.6","14.11.2023",26108,"SK",0.48291147,0.51624143,0.2513787,0.1297721,,,,4,1,2,,5,3,3,1,2,3,3,2,2,2,,3,5,5,10
"ESS4e04_6",4,"4.6","14.11.2023",26109,"SK",0.48291147,0.4797472,0.2513787,0.12059822,,,,2,0,2,,6,2,2,0,1,2,2,1,2,0,,4,5,4,7
"ESS4e04_6",4,"4.6","14.11.2023",26110,"SK",0.48291147,0.51624143,0.2513787,0.1297721,,,,2,0,1,,0,3,2,3,0,0,0,0,1,0,,4,5,5,10
"ESS4e04_6",4,"4.6","14.11.2023",26201,"SK",1.4487344,0.76458544,0.2513787,0.19220048,,,,1,5,1,,1,2,5,4,3,1,1,1,2,1,,7,8,1,10
"ESS4e04_6",4,"4.6","14.11.2023",26202,"SK",1.4487344,0.76458544,0.2513787,0.19220048,,,,5,3,9,,3,2,4,4,4,8,9,9,9,8,,5,5,3,4
"ESS4e04_6",4,"4.6","14.11.2023",26203,"SK",1.4487344,1.4392416,0.2513787,0.36179468,,,,5,5,5,,5,2,5,1,9,5,1,5,5,2,,8,6,10,5
"ESS4e04_6",4,"4.6","14.11.2023",26204,"SK",1.9316459,2.7265391,0.2513787,0.6853938,,,,2,1,1,,7,3,6,2,5,2,5,5,4,4,,5,3,9,6
"ESS4e04_6",4,"4.6","14.11.2023",26205,"SK",0.96582294,0.5097236,0.2513787,0.12813365,,,,5,5,0,,1,2,6,5,6,5,6,5,5,5,,5,5,10,9
"ESS4e04_6",4,"4.6","14.11.2023",26206,"SK",0.96582294,0.5097236,0.2513787,0.12813365,,,,5,1,1,,2,2,5,4,4,5,4,5,2,5,,5,5,9,6
"ESS4e04_6",4,"4.6","14.11.2023",26207,"SK",0.96582294,1.3632696,0.2513787,0.3426969,,,,1,5,0,,88,4,6,5,3,5,5,2,1,2,,6,6,10,6
"ESS4e04_6",4,"4.6","14.11.2023",26208,"SK",1.4487344,1.5493826,0.2513787,0.38948175,,,,7,7,5,,88,2,4,4,3,5,7,3,3,3,,5,5,7,9
"ESS4e04_6",4,"4.6","14.11.2023",26209,"SK",2.4145575,2.9493196,0.2513787,0.74139607,,,,1,3,0,,5,4,4,5,2,4,5,3,2,3,,5,6,5,5
"ESS4e04_6",4,"4.6","14.11.2023",26210,"SK",1.9316459,1.0194472,0.2513787,0.2562673,,,,3,1,6,,2,2,10,9,10,7,8,7,9,6,,2,5,5,10
"ESS4e04_6",4,"4.6","14.11.2023",26301,"SK",1.4487344,1.1718758,0.2513787,0.2945846,,,,2,2,2,,5,2,2,2,2,6,4,1,2,1,,1,1,5,5
"ESS4e04_6",4,"4.6","14.11.2023",26302,"SK",0.96582294,1.1100171,0.2513787,0.2790346,,,,4,5,5,,2,3,5,2,0,0,0,0,0,0,,0,0,4,5
"ESS4e04_6",4,"4.6","14.11.2023",26303,"SK",1.9316459,4.0727916,0.2513787,1.023813,,,,6,4,7,,5,4,4,3,4,88,3,1,3,3,,4,5,5,0
"ESS4e04_6",4,"4.6","14.11.2023",26305,"SK",1.9316459,2.2200341,0.2513787,0.5580692,,,,5,3,5,,7,4,5,7,3,6,4,1,3,2,,1,2,6,4
"ESS4e04_6",4,"4.6","14.11.2023",26306,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,5,4,5,,5,3,3,0,5,3,3,2,3,2,,3,0,5,5
"ESS4e04_6",4,"4.6","14.11.2023",26307,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,1,1,0,,3,3,0,2,2,0,0,0,0,0,,4,4,1,3
"ESS4e04_6",4,"4.6","14.11.2023",26308,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,7,8,8,,0,4,4,3,7,3,6,3,7,4,,0,0,6,3
"ESS4e04_6",4,"4.6","14.11.2023",26309,"SK",0.48291147,0.46530282,0.2513787,0.11696721,,,,5,2,5,,3,2,5,3,8,4,2,0,2,0,,5,5,6,1
"ESS4e04_6",4,"4.6","14.11.2023",26310,"SK",0.96582294,1.3632696,0.2513787,0.3426969,,,,5,2,4,,7,3,5,2,4,0,2,0,2,0,,0,0,5,5
"ESS4e04_6",4,"4.6","14.11.2023",26401,"SK",0.48291147,0.51646084,0.2513787,0.12982725,,,,3,7,2,,88,4,7,8,8,8,8,8,8,8,,88,88,7,10
"ESS4e04_6",4,"4.6","14.11.2023",26404,"SK",2.4145575,2.9493196,0.2513787,0.74139607,,,,2,6,5,,8,1,5,6,6,4,1,1,9,2,,5,6,5,6
"ESS4e04_6",4,"4.6","14.11.2023",26405,"SK",0.96582294,1.0329217,0.2513787,0.2596545,,,,3,5,5,,10,1,5,2,88,5,8,5,5,88,,1,88,5,10
"ESS4e04_6",4,"4.6","14.11.2023",26406,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,8,1,7,,5,3,6,4,7,7,7,5,5,4,,2,5,5,8
"ESS4e04_6",4,"4.6","14.11.2023",26407,"SK",0.96582294,1.0329217,0.2513787,0.2596545,,,,0,0,9,,88,4,7,88,8,2,9,1,4,1,,88,88,1,7
"ESS4e04_6",4,"4.6","14.11.2023",26410,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,2,1,2,,4,1,10,6,5,5,5,5,9,5,,88,88,2,5
"ESS4e04_6",4,"4.6","14.11.2023",26501,"SK",0.96582294,0.99966776,0.2513787,0.25129518,,,,5,4,3,,4,2,4,3,5,5,4,5,4,4,,5,4,4,8
"ESS4e04_6",4,"4.6","14.11.2023",26502,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,5,5,5,,5,2,3,5,5,6,4,5,4,4,,4,5,7,8
"ESS4e04_6",4,"4.6","14.11.2023",26503,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,6,6,6,,6,2,4,4,6,4,4,3,6,3,,3,5,7,9
"ESS4e04_6",4,"4.6","14.11.2023",26504,"SK",1.4487344,1.2939386,0.2513787,0.3252686,,,,5,4,3,,5,2,4,4,3,5,6,4,6,3,,6,5,7,7
"ESS4e04_6",4,"4.6","14.11.2023",26505,"SK",1.9316459,2.7265391,0.2513787,0.6853938,,,,3,5,3,,5,3,4,3,4,5,3,6,6,3,,4,5,6,2
"ESS4e04_6",4,"4.6","14.11.2023",26506,"SK",0.96582294,0.9594944,0.2513787,0.24119644,,,,7,4,3,,5,4,4,3,3,2,3,4,3,3,,6,5,5,9
"ESS4e04_6",4,"4.6","14.11.2023",26507,"SK",0.96582294,0.8626258,0.2513787,0.21684574,,,,5,5,3,,4,2,3,4,4,4,4,5,5,3,,3,4,5,1
"ESS4e04_6",4,"4.6","14.11.2023",26508,"SK",0.96582294,1.3288391,0.2513787,0.3340418,,,,6,5,6,,5,3,4,3,5,6,5,4,5,3,,4,5,7,1
"ESS4e04_6",4,"4.6","14.11.2023",26509,"SK",2.4145575,2.1565645,0.2513787,0.5421143,,,,6,7,5,,5,3,4,3,5,6,5,4,5,4,,5,5,6,9
"ESS4e04_6",4,"4.6","14.11.2023",26510,"SK",1.4487344,1.5493826,0.2513787,0.38948175,,,,6,6,5,,5,3,4,2,5,4,4,5,4,5,,2,3,7,8
"ESS4e04_6",4,"4.6","14.11.2023",26601,"SK",0.48291147,0.49983388,0.2513787,0.12564759,,,,0,2,1,,3,3,5,5,4,1,0,1,1,1,,1,4,2,7
"ESS4e04_6",4,"4.6","14.11.2023",26602,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,5,4,2,,3,4,1,3,3,2,3,4,0,5,,8,6,7,8
"ESS4e04_6",4,"4.6","14.11.2023",26603,"SK",0.48291147,0.46530282,0.2513787,0.11696721,,,,2,3,2,,0,2,9,6,7,4,6,6,5,3,,4,10,5,4
"ESS4e04_6",4,"4.6","14.11.2023",26604,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,5,2,5,,3,3,6,7,7,3,3,1,2,2,,5,5,7,7
"ESS4e04_6",4,"4.6","14.11.2023",26605,"SK",0.48291147,0.46530282,0.2513787,0.11696721,,,,5,6,3,,8,2,8,9,9,9,10,8,9,7,,9,7,9,4
"ESS4e04_6",4,"4.6","14.11.2023",26606,"SK",0.48291147,0.6816348,0.2513787,0.17134845,,,,3,3,2,,7,2,5,6,6,6,6,4,8,6,,9,7,7,4
"ESS4e04_6",4,"4.6","14.11.2023",26607,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,6,4,1,,4,4,6,7,6,5,8,5,0,5,,6,5,7,7
"ESS4e04_6",4,"4.6","14.11.2023",26608,"SK",0.48291147,0.4797472,0.2513787,0.12059822,,,,1,2,0,,3,2,4,5,4,5,5,6,5,6,,0,5,7,1
"ESS4e04_6",4,"4.6","14.11.2023",26609,"SK",0.7441662,1.02387,0.2513787,0.25737908,,,,6,4,6,,6,4,8,6,6,5,10,5,0,3,,5,5,8,1
"ESS4e04_6",4,"4.6","14.11.2023",26610,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,3,1,2,,99,4,5,5,3,99,99,99,99,99,,2,6,8,9
"ESS4e04_6",4,"4.6","14.11.2023",26704,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,0,0,0,,88,3,2,1,5,1,1,0,6,0,,5,2,5,6
"ESS4e04_6",4,"4.6","14.11.2023",26710,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,4,2,4,,88,3,2,0,5,1,1,1,1,1,,5,5,5,4
"ESS4e04_6",4,"4.6","14.11.2023",26803,"SK",0.48291147,0.54942644,0.2513787,0.1381141,,,,1,5,0,,5,2,1,0,1,4,4,0,0,0,,4,5,7,5
"ESS4e04_6",4,"4.6","14.11.2023",26804,"SK",0.48291147,0.44712862,0.2513787,0.1123986,,,,1,3,1,,88,4,2,88,2,5,1,1,1,1,,88,5,5,10
"ESS4e04_6",4,"4.6","14.11.2023",26805,"SK",0.48291147,0.7066296,0.2513787,0.17763162,,,,5,3,2,,88,3,2,0,6,0,5,1,7,1,,88,3,2,5
"ESS4e04_6",4,"4.6","14.11.2023",26810,"SK",0.48291147,0.2642073,0.2513787,0.066416085,,,,0,0,0,,88,3,0,2,5,0,5,5,5,1,,88,5,5,6
"ESS4e04_6",4,"4.6","14.11.2023",26901,"SK",0.48291147,0.23416652,0.2513787,0.05886447,,,,9,1,9,,8,1,8,5,4,3,6,2,2,3,,4,3,7,5
"ESS4e04_6",4,"4.6","14.11.2023",26902,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,2,2,1,,5,2,1,2,9,3,4,4,5,5,,7,88,5,5
"ESS4e04_6",4,"4.6","14.11.2023",26904,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,9,2,10,,5,2,1,4,8,1,9,5,5,5,,9,5,7,8
"ESS4e04_6",4,"4.6","14.11.2023",26905,"SK",0.48291147,0.49983388,0.2513787,0.12564759,,,,1,1,1,,5,3,2,2,2,2,2,2,2,2,,5,5,5,4
"ESS4e04_6",4,"4.6","14.11.2023",26906,"SK",0.48291147,0.51646084,0.2513787,0.12982725,,,,5,1,1,,8,3,1,1,1,1,1,1,1,1,,1,2,2,9
"ESS4e04_6",4,"4.6","14.11.2023",26908,"SK",0.48291147,0.31150767,0.2513787,0.07830639,,,,2,1,2,,5,3,0,0,0,88,5,0,0,0,,1,88,8,8
"ESS4e04_6",4,"4.6","14.11.2023",26909,"SK",0.7441662,1.02387,0.2513787,0.25737908,,,,3,0,5,,88,2,5,2,5,88,8,8,5,8,,5,5,5,8
"ESS4e04_6",4,"4.6","14.11.2023",27001,"SK",1.4487344,1.4392416,0.2513787,0.36179468,,,,4,2,3,,4,3,6,7,6,88,4,2,4,2,,2,4,8,7
"ESS4e04_6",4,"4.6","14.11.2023",27002,"SK",0.96582294,1.0329217,0.2513787,0.2596545,,,,3,4,1,,2,2,5,5,5,4,9,5,6,5,,6,5,9,10
"ESS4e04_6",4,"4.6","14.11.2023",27003,"SK",0.96582294,1.3288391,0.2513787,0.3340418,,,,4,4,1,,5,4,7,6,4,7,9,3,3,3,,5,4,10,10
"ESS4e04_6",4,"4.6","14.11.2023",27004,"SK",0.96582294,0.46833304,0.2513787,0.11772894,,,,9,5,9,,5,2,5,7,3,8,9,3,5,1,,9,8,10,7
"ESS4e04_6",4,"4.6","14.11.2023",27005,"SK",0.96582294,0.62301534,0.2513787,0.15661278,,,,2,3,2,,6,3,6,5,1,4,4,3,5,3,,3,4,10,9
"ESS4e04_6",4,"4.6","14.11.2023",27006,"SK",2.4145575,2.5823042,0.2513787,0.64913625,,,,3,8,2,,3,2,2,5,3,5,6,3,1,3,,1,2,7,10
"ESS4e04_6",4,"4.6","14.11.2023",27007,"SK",1.4487344,1.4995017,0.2513787,0.37694275,,,,9,8,3,,5,2,5,5,5,5,5,5,9,5,,5,5,5,10
"ESS4e04_6",4,"4.6","14.11.2023",27008,"SK",0.96582294,1.0329217,0.2513787,0.2596545,,,,2,2,2,,3,3,5,4,6,5,9,6,5,6,,5,5,5,10
"ESS4e04_6",4,"4.6","14.11.2023",27009,"SK",0.96582294,0.5097236,0.2513787,0.12813365,,,,6,6,6,,1,3,6,5,5,8,9,99,7,6,,7,6,8,7
"ESS4e04_6",4,"4.6","14.11.2023",27010,"SK",0.48291147,0.66441953,0.2513787,0.1670209,,,,4,4,5,,1,3,6,5,6,7,7,5,7,5,,7,6,8,8
"ESS4e04_6",4,"4.6","14.11.2023",27102,"SK",1.9316459,4.0727916,0.2513787,1.023813,,,,4,5,4,,7,3,4,3,4,4,4,99,3,4,,4,5,8,8
"ESS4e04_6",4,"4.6","14.11.2023",27103,"SK",1.4487344,1.3959085,0.2513787,0.35090163,,,,4,3,4,,5,2,8,7,7,6,7,4,5,4,,8,6,8,2
"ESS4e04_6",4,"4.6","14.11.2023",27105,"SK",0.96582294,1.3288391,0.2513787,0.3340418,,,,5,6,5,,5,2,7,5,7,7,7,5,7,5,,6,4,10,8
"ESS4e04_6",4,"4.6","14.11.2023",27106,"SK",0.96582294,0.9594944,0.2513787,0.24119644,,,,4,5,2,,8,2,4,5,0,3,2,1,2,5,,1,9,10,4
"ESS4e04_6",4,"4.6","14.11.2023",27107,"SK",0.48291147,0.66441953,0.2513787,0.1670209,,,,5,2,5,,88,3,5,5,4,4,4,4,4,4,,4,5,5,3
"ESS4e04_6",4,"4.6","14.11.2023",27109,"SK",1.9316459,4.0727916,0.2513787,1.023813,,,,4,6,4,,5,4,3,5,1,0,5,0,0,0,,88,88,7,8
"ESS4e04_6",4,"4.6","14.11.2023",27203,"SK",0.96582294,1.3632696,0.2513787,0.3426969,,,,7,8,5,,5,3,1,1,2,2,1,1,3,1,,3,3,9,10
"ESS4e04_6",4,"4.6","14.11.2023",27205,"SK",0.96582294,0.93060565,0.2513787,0.23393442,,,,6,2,6,,5,3,0,1,1,1,1,1,1,1,,5,5,6,0
"ESS4e04_6",4,"4.6","14.11.2023",27206,"SK",0.96582294,1.0013568,0.2513787,0.25171977,,,,6,6,5,,6,3,5,6,5,3,5,3,5,3,,5,5,6,7
"ESS4e04_6",4,"4.6","14.11.2023",27207,"SK",0.48291147,0.51646084,0.2513787,0.12982725,,,,5,4,5,,5,4,7,5,5,6,6,5,6,5,,88,88,4,10
"ESS4e04_6",4,"4.6","14.11.2023",27208,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,4,5,7,,5,4,7,7,6,5,5,6,7,5,,4,5,5,8
"ESS4e04_6",4,"4.6","14.11.2023",27209,"SK",0.96582294,1.3632696,0.2513787,0.3426969,,,,8,2,2,,5,3,3,3,3,1,3,1,1,1,,1,1,4,8
"ESS4e04_6",4,"4.6","14.11.2023",27210,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,6,4,4,,4,1,6,5,6,6,7,7,6,6,,0,6,6,5
"ESS4e04_6",4,"4.6","14.11.2023",27301,"SK",0.48291147,0.23416652,0.2513787,0.05886447,,,,8,6,5,,2,2,6,8,9,6,6,7,7,6,,6,5,9,5
"ESS4e04_6",4,"4.6","14.11.2023",27302,"SK",0.96582294,0.5097236,0.2513787,0.12813365,,,,6,2,6,,5,2,4,4,6,5,4,3,4,4,,5,4,5,7
"ESS4e04_6",4,"4.6","14.11.2023",27303,"SK",0.48291147,0.49983388,0.2513787,0.12564759,,,,3,1,2,,2,2,2,3,4,2,3,2,3,2,,4,5,4,6
"ESS4e04_6",4,"4.6","14.11.2023",27304,"SK",0.48291147,0.49983388,0.2513787,0.12564759,,,,2,1,3,,5,3,2,4,4,0,0,0,0,0,,4,88,2,1
"ESS4e04_6",4,"4.6","14.11.2023",27305,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,7,3,6,,5,2,4,6,3,4,1,3,4,2,,2,4,7,6
"ESS4e04_6",4,"4.6","14.11.2023",27306,"SK",0.96582294,0.5097236,0.2513787,0.12813365,,,,5,5,4,,4,3,3,4,5,4,4,3,5,3,,2,5,6,8
"ESS4e04_6",4,"4.6","14.11.2023",27307,"SK",0.96582294,1.3288391,0.2513787,0.3340418,,,,6,5,6,,88,3,5,5,5,4,4,5,5,5,,5,5,9,9
"ESS4e04_6",4,"4.6","14.11.2023",27308,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,6,6,3,,6,3,8,7,7,6,5,5,7,4,,4,5,8,9
"ESS4e04_6",4,"4.6","14.11.2023",27309,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,6,5,4,,4,2,4,6,5,8,7,5,9,5,,5,5,7,5
"ESS4e04_6",4,"4.6","14.11.2023",27310,"SK",0.48291147,0.51624143,0.2513787,0.1297721,,,,7,5,8,,2,2,2,5,5,5,6,6,6,4,,5,5,6,6
"ESS4e04_6",4,"4.6","14.11.2023",27402,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,7,5,4,,3,2,2,5,5,2,4,2,4,3,,88,88,6,2
"ESS4e04_6",4,"4.6","14.11.2023",27403,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,5,5,5,,5,2,2,5,5,0,2,4,2,4,,3,88,7,5
"ESS4e04_6",4,"4.6","14.11.2023",27404,"SK",0.48291147,0.5299923,0.2513787,0.13322876,,,,7,5,7,,7,3,4,1,2,4,7,4,3,4,,5,88,8,1
"ESS4e04_6",4,"4.6","14.11.2023",27405,"SK",0.48291147,0.66441953,0.2513787,0.1670209,,,,3,4,4,,4,4,1,2,0,0,2,0,0,0,,88,88,8,8
"ESS4e04_6",4,"4.6","14.11.2023",27406,"SK",0.48291147,0.51646084,0.2513787,0.12982725,,,,5,4,5,,3,4,1,2,3,2,2,1,3,1,,88,88,5,7
"ESS4e04_6",4,"4.6","14.11.2023",27407,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,3,2,3,,3,4,88,3,2,1,2,1,3,0,,88,88,5,8
"ESS4e04_6",4,"4.6","14.11.2023",27408,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,5,5,3,,5,3,3,3,2,2,3,1,1,0,,88,88,6,5
"ESS4e04_6",4,"4.6","14.11.2023",27409,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,5,5,5,,4,3,4,3,3,3,2,1,3,1,,6,88,8,5
"ESS4e04_6",4,"4.6","14.11.2023",27410,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,5,6,5,,3,4,2,3,1,0,0,0,0,0,,88,88,4,5
"ESS4e04_6",4,"4.6","14.11.2023",27501,"SK",0.96582294,0.5097236,0.2513787,0.12813365,,,,6,5,4,,7,2,0,6,3,1,0,0,2,1,,4,4,9,1
"ESS4e04_6",4,"4.6","14.11.2023",27601,"SK",0.48291147,0.51624143,0.2513787,0.1297721,,,,5,2,3,,6,2,2,4,3,3,2,1,5,1,,3,3,5,8
"ESS4e04_6",4,"4.6","14.11.2023",27602,"SK",0.96582294,2.3970141,0.2513787,0.60255826,,,,3,2,4,,8,3,1,3,2,2,2,0,0,0,,2,10,1,1
"ESS4e04_6",4,"4.6","14.11.2023",27604,"SK",1.9316459,2.7265391,0.2513787,0.6853938,,,,6,8,7,,0,3,7,8,5,7,9,2,2,6,,8,8,5,5
"ESS4e04_6",4,"4.6","14.11.2023",27605,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,5,3,5,,7,1,7,3,5,5,3,5,6,3,,8,5,5,6
"ESS4e04_6",4,"4.6","14.11.2023",27607,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,2,3,2,,7,3,3,5,5,9,6,3,3,3,,1,2,5,5
"ESS4e04_6",4,"4.6","14.11.2023",27608,"SK",0.48291147,0.51646084,0.2513787,0.12982725,,,,2,2,3,,5,3,4,3,2,0,1,1,0,1,,2,0,1,10
"ESS4e04_6",4,"4.6","14.11.2023",27701,"SK",1.4487344,1.4983207,0.2513787,0.3766459,,,,5,3,5,,0,2,0,2,2,2,4,4,1,2,,7,6,7,0
"ESS4e04_6",4,"4.6","14.11.2023",27702,"SK",0.48291147,0.49983388,0.2513787,0.12564759,,,,3,5,3,,5,2,5,8,5,5,6,5,8,1,,3,3,5,0
"ESS4e04_6",4,"4.6","14.11.2023",27704,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,1,7,0,,1,2,5,3,3,3,3,3,3,1,,2,6,3,4
"ESS4e04_6",4,"4.6","14.11.2023",27705,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,10,5,4,,10,4,5,6,5,4,4,4,5,5,,4,5,10,10
"ESS4e04_6",4,"4.6","14.11.2023",27708,"SK",0.48291147,0.23416652,0.2513787,0.05886447,,,,7,3,7,,8,3,8,4,5,6,3,4,4,4,,5,5,8,5
"ESS4e04_6",4,"4.6","14.11.2023",27709,"SK",0.96582294,1.3632696,0.2513787,0.3426969,,,,9,7,6,,4,2,6,4,6,5,7,2,3,2,,8,7,9,7
"ESS4e04_6",4,"4.6","14.11.2023",27710,"SK",0.48291147,0.66441953,0.2513787,0.1670209,,,,3,4,5,,5,3,4,4,2,4,4,2,3,2,,5,5,7,7
"ESS4e04_6",4,"4.6","14.11.2023",27801,"SK",1.9316459,2.1199691,0.2513787,0.53291506,,,,8,6,8,,8,4,2,3,2,2,1,1,1,2,,6,7,7,2
"ESS4e04_6",4,"4.6","14.11.2023",27802,"SK",2.4145575,2.1565645,0.2513787,0.5421143,,,,5,2,7,,2,2,9,6,6,5,6,5,6,5,,88,88,5,6
"ESS4e04_6",4,"4.6","14.11.2023",27803,"SK",0.96582294,0.5097236,0.2513787,0.12813365,,,,6,4,6,,3,2,3,5,4,6,5,2,7,3,,5,5,7,4
"ESS4e04_6",4,"4.6","14.11.2023",27804,"SK",1.4487344,0.70249957,0.2513787,0.17659342,,,,5,5,5,,7,2,3,5,4,3,3,4,4,3,,7,7,8,7
"ESS4e04_6",4,"4.6","14.11.2023",27805,"SK",1.9316459,1.7252516,0.2513787,0.43369147,,,,5,5,5,,5,3,7,5,3,4,7,2,4,4,,5,5,6,6
"ESS4e04_6",4,"4.6","14.11.2023",27806,"SK",1.4487344,1.2939386,0.2513787,0.3252686,,,,4,3,5,,4,3,5,5,6,4,3,4,3,3,,5,88,9,8
"ESS4e04_6",4,"4.6","14.11.2023",27807,"SK",0.96582294,1.0013568,0.2513787,0.25171977,,,,5,4,5,,8,3,3,4,3,2,3,1,0,2,,7,6,7,4
"ESS4e04_6",4,"4.6","14.11.2023",27808,"SK",1.4487344,1.4392416,0.2513787,0.36179468,,,,4,5,4,,3,4,3,3,5,3,6,2,2,3,,3,8,5,4
"ESS4e04_6",4,"4.6","14.11.2023",27809,"SK",0.48291147,0.4313129,0.2513787,0.10842287,,,,8,4,7,,2,3,7,5,4,6,8,4,5,3,,6,7,7,5
"ESS4e04_6",4,"4.6","14.11.2023",27810,"SK",1.9316459,2.0027137,0.2513787,0.50343955,,,,7,6,8,,8,4,4,4,2,3,2,4,2,2,,7,5,7,7
"ESS4e04_6",4,"4.6","14.11.2023",27901,"SK",0.96582294,0.5097236,0.2513787,0.12813365,,,,4,5,4,,3,3,4,5,6,3,7,5,5,6,,5,88,5,8
"ESS4e04_6",4,"4.6","14.11.2023",27902,"SK",0.96582294,0.8626258,0.2513787,0.21684574,,,,4,1,4,,5,1,1,1,0,2,2,0,0,0,,9,8,4,9
"ESS4e04_6",4,"4.6","14.11.2023",27903,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,7,3,7,,3,3,4,4,3,2,3,3,3,3,,7,7,7,3
"ESS4e04_6",4,"4.6","14.11.2023",27904,"SK",0.96582294,0.5097236,0.2513787,0.12813365,,,,3,4,3,,5,3,2,2,1,2,1,0,1,1,,88,7,3,6
"ESS4e04_6",4,"4.6","14.11.2023",27905,"SK",0.96582294,1.0329217,0.2513787,0.2596545,,,,2,1,2,,5,4,3,2,0,2,1,0,1,0,,5,5,4,5
"ESS4e04_6",4,"4.6","14.11.2023",27906,"SK",0.48291147,0.51646084,0.2513787,0.12982725,,,,6,6,5,,3,3,4,88,6,2,3,1,1,0,,6,88,7,7
"ESS4e04_6",4,"4.6","14.11.2023",27907,"SK",0.48291147,0.2548618,0.2513787,0.06406683,,,,5,5,3,,5,3,5,3,4,3,5,3,2,3,,5,5,2,5
"ESS4e04_6",4,"4.6","14.11.2023",27908,"SK",0.96582294,0.8626258,0.2513787,0.21684574,,,,4,3,7,,5,3,0,2,2,2,5,2,3,2,,5,88,7,4
"ESS4e04_6",4,"4.6","14.11.2023",27910,"SK",1.9316459,2.1199691,0.2513787,0.53291506,,,,1,3,3,,8,4,0,4,0,2,4,2,1,1,,5,6,3,5
"ESS4e04_6",4,"4.6","14.11.2023",28001,"SK",2.4145575,1.9531263,0.2513787,0.49097434,,,,5,8,5,,9,3,8,8,8,7,8,7,8,6,,0,5,8,88
"ESS4e04_6",4,"4.6","14.11.2023",28003,"SK",1.4487344,1.2209414,0.2513787,0.30691865,,,,5,3,9,,9,3,5,6,2,2,2,2,4,2,,3,5,9,88
"ESS4e04_6",4,"4.6","14.11.2023",28005,"SK",1.4487344,1.2209414,0.2513787,0.30691865,,,,1,4,8,,5,1,8,7,7,0,3,0,4,0,,2,5,8,10
"ESS4e04_6",4,"4.6","14.11.2023",28006,"SK",0.96582294,1.3028582,0.2513787,0.3275108,,,,8,3,2,,88,3,6,6,7,3,3,3,3,3,,8,6,5,10
"ESS4e04_6",4,"4.6","14.11.2023",28007,"SK",0.96582294,1.0819826,0.2513787,0.27198738,,,,5,8,0,,3,4,4,0,0,0,5,0,0,0,,5,7,10,10
