neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
0.0,6.0,40.68585,-73.94919,0,13.0,3.0,0.45,4.0,221
0.0,36.0,40.69041,-73.99777,1,1.0,2.0,2.0,1.0,39
0.0,6.0,40.68709,-73.95558,1,3.0,70.0,2.64,2.0,302
0.0,54.0,40.66101,-73.9302,1,2.0,29.0,2.17,1.0,318
0.0,12.0,40.71733,-73.95566,1,6.0,0.0,0.72,1.0,0
0.0,12.0,40.7135,-73.9583,0,1.0,0.0,0.72,2.0,0
0.0,15.0,40.67676,-73.94513,1,3.0,25.0,0.91,1.0,64
0.0,24.0,40.66225,-73.95894,0,10.0,3.0,0.13,2.0,63
0.0,21.0,40.6922,-73.90563,2,13.0,0.0,0.72,4.0,333
0.0,79.0,40.64431,-74.01261,0,1.0,7.0,0.75,4.0,32
0.0,79.0,40.63649,-74.01247,0,1.0,0.0,0.72,4.0,264
1.0,11.0,40.73273,-74.00704,1,3.0,12.0,0.33,1.0,12
3.0,96.0,40.83507,-73.9104,1,13.0,2.0,0.12,4.0,223
1.0,8.0,40.80279,-73.96535,0,2.0,2.0,0.05,2.0,0
0.0,6.0,40.68937,-73.94291,0,2.0,14.0,2.46,1.0,5
0.0,76.0,40.61183,-73.98219,0,5.0,29.0,2.58,2.0,58
0.0,12.0,40.70949,-73.96087,0,1.0,3.0,0.08,1.0,0
0.0,6.0,40.68945,-73.94595,0,1.0,2.0,0.05,2.0,0
0.0,6.0,40.68364,-73.94067,0,3.0,0.0,0.72,2.0,320
0.0,34.0,40.67963,-73.98951,1,2.0,0.0,0.72,1.0,0
0.0,22.0,40.6458,-73.95392,0,1.0,54.0,4.18,1.0,317
1.0,64.0,40.72278,-73.9967,1,2.0,70.0,2.81,2.0,252
0.0,6.0,40.68931,-73.95548,1,7.0,39.0,0.91,2.0,50
1.0,2.0,40.80718,-73.94907,1,2.0,3.0,0.38,1.0,1
3.0,42.0,40.83088,-73.92779,1,2.0,40.0,2.84,1.0,248
0.0,12.0,40.71865,-73.95875,0,3.0,70.0,2.14,1.0,56
1.0,2.0,40.81804,-73.94375,1,2.0,2.0,0.27,1.0,0
0.0,6.0,40.68707,-73.95482,0,2.0,0.0,0.72,1.0,0
2.0,39.0,40.74993,-73.91346,1,2.0,0.0,0.72,1.0,0
2.0,56.0,40.76636,-73.91366,1,1.0,12.0,2.81,4.0,308
0.0,15.0,40.6695,-73.93298,1,2.0,9.0,0.61,3.0,90
1.0,2.0,40.82272,-73.95144,0,13.0,2.0,0.08,1.0,0
0.0,15.0,40.67656,-73.95825,0,1.0,4.0,0.11,1.0,0
1.0,23.0,40.72158,-73.98998,1,3.0,18.0,0.3,1.0,0
1.0,8.0,40.78687,-73.97428,1,2.0,1.0,0.68,1.0,2
1.0,2.0,40.82604,-73.94998,0,13.0,18.0,0.89,1.0,0
1.0,77.0,40.71306,-74.00836,1,1.0,2.0,2.0,1.0,80
0.0,12.0,40.71947,-73.96112,1,2.0,11.0,0.45,1.0,0
1.0,8.0,40.77772,-73.98514,0,1.0,11.0,0.25,1.0,0
2.0,49.0,40.76976,-73.90314,0,1.0,0.0,0.72,1.0,89
0.0,16.0,40.67638,-73.98278,1,4.0,16.0,1.42,3.0,68
0.0,79.0,40.64074,-74.01512,0,1.0,18.0,0.63,4.0,360
0.0,3.0,40.68297,-73.96115,1,1.0,2.0,0.05,1.0,0
0.0,6.0,40.68978,-73.94444,1,7.0,2.0,0.04,1.0,0
0.0,12.0,40.71394,-73.94193,1,2.0,70.0,2.4,2.0,108
2.0,96.0,40.74049,-73.85607,2,1.0,39.0,0.87,4.0,351
0.0,21.0,40.70463,-73.92428,0,2.0,2.0,0.09,1.0,0
1.0,19.0,40.72853,-73.98472,0,2.0,55.0,3.06,2.0,25
1.0,28.0,40.77065,-73.95205,0,1.0,1.0,0.02,1.0,0
1.0,19.0,40.72503,-73.98466,0,1.0,3.0,0.95,4.0,318
1.0,43.0,40.70713,-74.01205,1,2.0,4.0,1.62,4.0,215
0.0,96.0,40.62317,-73.98873,0,3.0,0.0,0.72,2.0,179
1.0,1.0,40.76536,-73.98199,1,13.0,0.0,0.72,4.0,351
2.0,44.0,40.70412,-73.90171,0,3.0,2.0,0.06,1.0,0
0.0,21.0,40.69316,-73.90741,0,4.0,0.0,0.72,4.0,29
1.0,2.0,40.82258,-73.95418,0,2.0,67.0,0.88,4.0,117
0.0,6.0,40.68763,-73.92898,0,4.0,0.0,0.72,3.0,12
0.0,96.0,40.64282,-73.98779,1,2.0,2.0,0.19,1.0,0
0.0,12.0,40.71821,-73.95385,1,13.0,0.0,0.72,1.0,0
0.0,22.0,40.65123,-73.96436,0,1.0,1.0,0.03,1.0,0
1.0,1.0,40.75505,-73.96714,1,1.0,0.0,0.72,1.0,0
0.0,20.0,40.72385,-73.9458,1,2.0,70.0,3.35,2.0,101
0.0,16.0,40.67487,-73.98459,0,1.0,2.0,0.04,1.0,0
0.0,12.0,40.70803,-73.94255,1,3.0,3.0,1.32,1.0,249
1.0,28.0,40.7734,-73.95357,1,13.0,6.0,0.11,4.0,332
1.0,7.0,40.75597,-73.9955,1,13.0,15.0,1.8,1.0,0
0.0,21.0,40.69554,-73.92458,0,3.0,70.0,4.18,3.0,191
1.0,14.0,40.73981,-74.00031,1,7.0,3.0,0.21,1.0,353
0.0,6.0,40.69216,-73.92933,1,5.0,5.0,0.27,1.0,0
1.0,8.0,40.7771,-73.97729,1,3.0,36.0,0.93,1.0,318
0.0,15.0,40.67051,-73.94014,0,13.0,3.0,0.16,3.0,311
1.0,7.0,40.76245,-73.98767,1,13.0,1.0,0.04,4.0,332
1.0,43.0,40.70833,-74.01068,0,3.0,18.0,0.69,1.0,0
1.0,23.0,40.72189,-73.99187,1,3.0,6.0,0.13,1.0,0
2.0,96.0,40.74419,-73.85861,0,1.0,1.0,0.16,1.0,357
2.0,37.0,40.72453,-73.79847,1,2.0,6.0,4.18,1.0,8
1.0,26.0,40.74294,-73.98137,1,1.0,5.0,0.23,1.0,0
1.0,2.0,40.82715,-73.94667,0,1.0,20.0,4.18,3.0,175
1.0,77.0,40.72343,-74.00791,0,1.0,16.0,1.62,1.0,337
0.0,12.0,40.7199,-73.95828,0,1.0,5.0,0.2,2.0,111
0.0,22.0,40.63832,-73.96769,0,5.0,70.0,1.14,1.0,33
2.0,39.0,40.74385,-73.91403,0,2.0,36.0,1.37,1.0,0
1.0,30.0,40.84857,-73.94193,0,3.0,0.0,0.72,1.0,0
1.0,19.0,40.72316,-73.98703,0,1.0,35.0,4.18,1.0,0
1.0,1.0,40.7538,-73.97139,1,2.0,16.0,0.49,4.0,327
3.0,96.0,40.82688,-73.81899,0,3.0,11.0,2.06,1.0,0
1.0,50.0,40.7411,-73.98455,1,4.0,0.0,0.72,1.0,0
1.0,11.0,40.73692,-74.00531,1,2.0,17.0,1.54,2.0,0
1.0,8.0,40.79795,-73.96156,1,4.0,7.0,0.19,1.0,0
0.0,34.0,40.66948,-73.9903,1,2.0,70.0,1.63,1.0,342
1.0,2.0,40.80171,-73.95122,0,10.0,6.0,0.28,1.0,156
1.0,52.0,40.73317,-73.99813,1,13.0,15.0,0.49,1.0,0
0.0,54.0,40.6624,-73.9329,0,1.0,3.0,1.73,4.0,365
1.0,19.0,40.72691,-73.98423,1,2.0,1.0,0.09,1.0,0
2.0,56.0,40.76457,-73.91205,1,2.0,2.0,0.04,1.0,0
1.0,2.0,40.82794,-73.95118,1,2.0,69.0,3.36,1.0,69
1.0,28.0,40.77032,-73.96161,1,3.0,0.0,0.72,1.0,0
2.0,95.0,40.68268,-73.84977,1,1.0,0.0,0.72,4.0,113
1.0,2.0,40.82065,-73.95444,0,2.0,6.0,0.37,2.0,0
0.0,15.0,40.67621,-73.95052,1,3.0,3.0,0.26,1.0,0
0.0,12.0,40.71223,-73.96025,1,4.0,5.0,0.25,1.0,0
0.0,20.0,40.72363,-73.9457,1,11.0,22.0,0.26,1.0,0
1.0,8.0,40.78627,-73.97995,1,1.0,1.0,1.0,1.0,189
0.0,6.0,40.68238,-73.93795,1,3.0,70.0,2.89,1.0,206
3.0,80.0,40.82276,-73.92682,1,2.0,70.0,3.88,1.0,283
1.0,2.0,40.83052,-73.95014,0,3.0,8.0,3.87,1.0,359
0.0,15.0,40.67484,-73.94084,0,1.0,0.0,0.72,1.0,0
2.0,39.0,40.74777,-73.91546,0,6.0,1.0,0.5,1.0,14
0.0,20.0,40.72604,-73.95536,0,1.0,9.0,0.2,1.0,0
0.0,96.0,40.63284,-73.91149,0,2.0,11.0,1.15,1.0,5
0.0,15.0,40.66436,-73.95275,1,3.0,43.0,4.18,1.0,56
1.0,19.0,40.7229,-73.98698,0,1.0,44.0,4.18,2.0,4
0.0,13.0,40.69434,-73.97099,1,2.0,20.0,4.18,2.0,284
1.0,60.0,40.71098,-73.99426,0,1.0,9.0,4.18,1.0,42
0.0,6.0,40.68771,-73.92281,1,2.0,70.0,4.18,1.0,219
1.0,14.0,40.73785,-73.99736,1,13.0,0.0,0.72,4.0,356
0.0,12.0,40.71413,-73.96075,1,3.0,7.0,4.18,1.0,6
1.0,23.0,40.71767,-73.99004,1,1.0,26.0,0.54,1.0,0
1.0,60.0,40.7115,-73.9952,1,3.0,24.0,1.76,1.0,32
1.0,71.0,40.76351,-73.98431,1,1.0,1.0,0.02,1.0,0
0.0,6.0,40.69604,-73.94504,0,7.0,13.0,0.33,3.0,227
0.0,21.0,40.69951,-73.91641,1,13.0,6.0,0.18,4.0,365
2.0,44.0,40.70886,-73.91742,0,1.0,1.0,0.05,1.0,0
0.0,36.0,40.68749,-73.99899,1,13.0,2.0,0.04,1.0,0
0.0,6.0,40.69572,-73.95731,0,6.0,10.0,0.16,1.0,363
1.0,1.0,40.75228,-73.97337,0,5.0,0.0,0.72,1.0,0
0.0,12.0,40.71347,-73.96452,0,3.0,70.0,3.09,1.0,19
0.0,96.0,40.69276,-73.98374,0,1.0,0.0,0.72,1.0,0
0.0,6.0,40.67759,-73.90888,1,2.0,26.0,1.08,1.0,0
1.0,8.0,40.80037,-73.95995,0,13.0,0.0,0.72,4.0,317
0.0,33.0,40.6748,-74.00006,1,2.0,28.0,0.59,1.0,0
1.0,23.0,40.70985,-73.98724,2,13.0,2.0,0.08,4.0,320
0.0,16.0,40.67573,-73.97993,1,2.0,70.0,3.68,1.0,0
0.0,6.0,40.6798,-73.93857,1,2.0,21.0,1.1,1.0,14
2.0,37.0,40.72946,-73.8075,0,2.0,16.0,0.46,1.0,0
0.0,22.0,40.64472,-73.96263,0,10.0,1.0,0.1,1.0,0
0.0,21.0,40.70516,-73.91946,1,7.0,2.0,0.04,1.0,0
0.0,36.0,40.68803,-73.99182,1,1.0,19.0,0.28,1.0,0
1.0,2.0,40.80765,-73.95484,1,3.0,4.0,0.37,1.0,24
1.0,7.0,40.76502,-73.98702,2,1.0,59.0,3.64,4.0,174
0.0,12.0,40.71324,-73.95099,1,2.0,0.0,0.72,1.0,329
0.0,6.0,40.68506,-73.92316,0,13.0,4.0,0.17,1.0,0
2.0,46.0,40.70225,-73.81546,1,13.0,0.0,0.72,1.0,348
1.0,30.0,40.83321,-73.93838,0,3.0,1.0,0.03,1.0,0
1.0,7.0,40.76282,-73.99184,1,13.0,5.0,0.27,2.0,364
0.0,12.0,40.71199,-73.96479,1,4.0,1.0,1.0,1.0,25
2.0,96.0,40.73275,-73.79366,1,2.0,70.0,4.18,2.0,2
0.0,79.0,40.66182,-73.99794,1,1.0,2.0,0.11,3.0,0
2.0,56.0,40.77221,-73.92493,1,5.0,22.0,0.37,1.0,188
1.0,23.0,40.71969,-73.99287,1,3.0,70.0,1.64,1.0,273
0.0,12.0,40.71074,-73.9443,0,2.0,3.0,0.22,1.0,0
0.0,16.0,40.68018,-73.98052,0,13.0,0.0,0.72,1.0,42
1.0,28.0,40.77495,-73.94832,1,1.0,0.0,0.72,1.0,173
1.0,7.0,40.76455,-73.99128,2,3.0,0.0,0.72,1.0,0
1.0,2.0,40.81974,-73.94457,0,4.0,31.0,1.31,2.0,188
0.0,35.0,40.63204,-73.93383,0,7.0,0.0,0.72,1.0,83
1.0,8.0,40.79176,-73.97329,1,1.0,0.0,0.72,1.0,0
0.0,20.0,40.72749,-73.95217,0,5.0,1.0,0.11,1.0,11
0.0,20.0,40.73397,-73.95442,0,4.0,4.0,0.06,1.0,0
1.0,4.0,40.80109,-73.93887,0,1.0,70.0,4.18,4.0,0
2.0,96.0,40.59752,-73.76337,0,1.0,18.0,1.79,1.0,71
1.0,4.0,40.7868,-73.94269,0,1.0,70.0,4.18,2.0,76
1.0,19.0,40.72547,-73.98717,1,1.0,3.0,0.07,1.0,0
1.0,19.0,40.7233,-73.98819,1,1.0,0.0,0.72,1.0,0
1.0,1.0,40.75316,-73.97241,1,6.0,2.0,0.31,1.0,48
1.0,8.0,40.78148,-73.97869,1,4.0,0.0,0.72,1.0,0
3.0,57.0,40.81309,-73.85367,0,1.0,3.0,0.47,4.0,360
0.0,6.0,40.68273,-73.9193,1,2.0,3.0,3.0,1.0,101
1.0,64.0,40.72341,-73.99426,0,4.0,37.0,3.22,1.0,78
1.0,30.0,40.85457,-73.94062,0,2.0,2.0,0.08,2.0,0
0.0,12.0,40.70778,-73.94884,1,2.0,70.0,2.99,1.0,78
1.0,19.0,40.73029,-73.98725,0,4.0,9.0,0.26,2.0,0
0.0,15.0,40.67385,-73.94639,0,1.0,15.0,4.18,1.0,81
1.0,23.0,40.72018,-73.98813,0,1.0,0.0,0.72,1.0,362
0.0,15.0,40.67023,-73.95257,1,1.0,0.0,0.72,1.0,0
1.0,19.0,40.72955,-73.98298,1,13.0,62.0,0.74,4.0,8
1.0,30.0,40.8334,-73.94327,1,2.0,11.0,1.84,1.0,0
1.0,8.0,40.7854,-73.97368,0,4.0,12.0,0.18,1.0,358
1.0,8.0,40.77789,-73.97701,1,1.0,0.0,0.72,1.0,0
3.0,96.0,40.61588,-74.06711,1,1.0,47.0,4.18,1.0,151
1.0,7.0,40.7616,-73.98936,1,4.0,2.0,2.0,1.0,130
0.0,6.0,40.68374,-73.94368,0,2.0,20.0,1.7,3.0,353
1.0,23.0,40.72058,-73.98674,1,3.0,70.0,2.63,1.0,1
0.0,12.0,40.70649,-73.94317,0,6.0,0.0,0.72,1.0,0
1.0,26.0,40.74265,-73.98066,1,13.0,16.0,0.98,1.0,145
0.0,6.0,40.68489,-73.95096,1,2.0,19.0,1.67,1.0,0
1.0,7.0,40.75902,-73.99112,1,7.0,5.0,0.11,1.0,0
1.0,26.0,40.74593,-73.97915,1,3.0,0.0,0.72,1.0,0
0.0,54.0,40.64569,-73.94776,1,13.0,29.0,0.74,1.0,326
3.0,96.0,40.84555,-73.86787,0,1.0,19.0,4.18,1.0,32
0.0,6.0,40.68743,-73.95257,1,5.0,0.0,0.72,1.0,22
2.0,37.0,40.76015,-73.79105,1,4.0,0.0,0.72,1.0,0
2.0,56.0,40.76595,-73.90829,1,1.0,30.0,4.18,1.0,85
2.0,44.0,40.70503,-73.91433,0,2.0,0.0,0.72,1.0,0
1.0,19.0,40.72957,-73.98723,0,2.0,21.0,2.27,3.0,41
0.0,12.0,40.71544,-73.96211,0,2.0,70.0,2.1,4.0,100
1.0,2.0,40.82343,-73.95469,0,5.0,4.0,1.11,4.0,237
0.0,13.0,40.68791,-73.97438,1,2.0,2.0,0.04,1.0,0
1.0,52.0,40.72946,-74.00189,1,2.0,26.0,0.55,1.0,0
1.0,11.0,40.73983,-74.009,0,2.0,2.0,0.11,1.0,0
0.0,79.0,40.65676,-74.00224,0,2.0,8.0,0.63,2.0,90
0.0,6.0,40.69258,-73.93638,1,5.0,3.0,2.09,2.0,120
0.0,12.0,40.71687,-73.94656,1,1.0,66.0,1.35,1.0,5
0.0,12.0,40.71335,-73.95789,0,13.0,0.0,0.72,1.0,92
0.0,96.0,40.64738,-73.89163,0,5.0,54.0,0.78,4.0,353
2.0,56.0,40.76543,-73.92248,1,6.0,2.0,0.1,1.0,0
1.0,50.0,40.73975,-73.98511,1,2.0,3.0,3.0,1.0,6
0.0,6.0,40.68923,-73.92682,0,13.0,4.0,0.37,2.0,21
1.0,4.0,40.81488,-73.93458,0,4.0,0.0,0.72,1.0,10
0.0,54.0,40.65012,-73.94056,0,1.0,15.0,0.33,1.0,355
0.0,6.0,40.686,-73.93,0,13.0,0.0,0.72,1.0,10
0.0,6.0,40.68757,-73.93032,1,2.0,70.0,1.77,1.0,274
0.0,21.0,40.69403,-73.91991,1,2.0,3.0,3.0,3.0,343
0.0,21.0,40.68471,-73.90906,0,2.0,27.0,1.08,2.0,104
1.0,1.0,40.75836,-73.96289,1,13.0,0.0,0.72,1.0,99
3.0,96.0,40.60926,-74.10092,1,2.0,4.0,0.09,1.0,0
0.0,6.0,40.68726,-73.94176,1,13.0,2.0,0.65,1.0,250
0.0,6.0,40.69103,-73.92719,0,3.0,1.0,0.36,2.0,127
1.0,11.0,40.73933,-74.00313,1,4.0,40.0,0.83,1.0,267
1.0,11.0,40.73302,-74.00585,1,1.0,0.0,0.72,1.0,0
0.0,21.0,40.6998,-73.93265,0,10.0,20.0,0.34,1.0,0
0.0,12.0,40.71432,-73.94805,0,7.0,1.0,1.0,1.0,13
1.0,28.0,40.78397,-73.95041,1,3.0,18.0,0.44,1.0,0
2.0,83.0,40.75586,-73.87014,0,2.0,23.0,2.86,2.0,358
0.0,6.0,40.6775,-73.92281,1,2.0,70.0,4.18,1.0,93
0.0,15.0,40.67569,-73.95563,1,5.0,15.0,0.34,1.0,342
1.0,1.0,40.75879,-73.9638,1,13.0,1.0,0.02,1.0,0
1.0,1.0,40.74989,-73.98231,0,3.0,31.0,1.8,1.0,0
0.0,12.0,40.71495,-73.94726,1,2.0,1.0,1.0,3.0,282
2.0,25.0,40.7351,-73.92526,0,1.0,1.0,0.16,1.0,364
1.0,7.0,40.76565,-73.99392,0,1.0,0.0,0.72,3.0,365
1.0,23.0,40.72085,-73.98895,1,3.0,67.0,3.35,1.0,149
1.0,1.0,40.74634,-73.98704,0,1.0,4.0,0.13,1.0,337
1.0,23.0,40.71868,-73.99036,1,13.0,1.0,0.02,1.0,0
0.0,15.0,40.67414,-73.95667,0,2.0,51.0,0.68,2.0,57
1.0,8.0,40.79821,-73.96058,0,2.0,33.0,4.18,4.0,114
0.0,22.0,40.65215,-73.9647,1,13.0,0.0,0.72,1.0,8
1.0,1.0,40.75163,-73.9722,0,7.0,27.0,0.5,1.0,35
1.0,23.0,40.71959,-73.98984,0,1.0,1.0,0.02,1.0,0
2.0,96.0,40.75015,-73.85961,1,2.0,70.0,4.18,2.0,140
1.0,2.0,40.81872,-73.94567,0,1.0,70.0,2.83,1.0,0
0.0,21.0,40.69882,-73.91771,0,7.0,0.0,0.72,1.0,0
0.0,21.0,40.70632,-73.91876,1,1.0,5.0,1.46,1.0,178
0.0,12.0,40.71401,-73.93672,0,1.0,2.0,0.05,1.0,0
0.0,20.0,40.72854,-73.95627,1,3.0,27.0,1.22,1.0,25
0.0,12.0,40.71544,-73.96073,1,3.0,12.0,1.23,1.0,54
2.0,25.0,40.74977,-73.93979,0,4.0,46.0,1.18,1.0,284
1.0,68.0,40.73562,-73.98308,0,1.0,0.0,0.72,1.0,0
1.0,30.0,40.85197,-73.92853,1,1.0,4.0,0.95,1.0,0
1.0,2.0,40.82165,-73.95423,0,1.0,1.0,1.0,4.0,128
1.0,43.0,40.70535,-74.00672,1,13.0,0.0,0.72,4.0,186
0.0,21.0,40.701,-73.9243,1,2.0,0.0,0.72,2.0,331
1.0,7.0,40.76216,-73.99775,1,13.0,1.0,0.04,4.0,365
0.0,12.0,40.71522,-73.96313,1,3.0,2.0,0.11,1.0,15
1.0,45.0,40.81615,-73.95921,0,1.0,1.0,0.02,1.0,0
1.0,2.0,40.82195,-73.95508,0,4.0,64.0,3.31,2.0,162
0.0,12.0,40.70758,-73.94134,0,5.0,1.0,0.13,2.0,10
0.0,20.0,40.7272,-73.95134,1,3.0,2.0,0.05,1.0,0
1.0,52.0,40.72802,-73.99644,0,13.0,1.0,0.03,1.0,0
1.0,2.0,40.82279,-73.95139,0,3.0,11.0,0.87,3.0,219
0.0,6.0,40.68301,-73.93657,1,13.0,2.0,0.32,4.0,212
2.0,25.0,40.74885,-73.9526,1,3.0,1.0,0.81,4.0,23
1.0,4.0,40.79059,-73.94332,0,13.0,1.0,0.08,1.0,0
1.0,14.0,40.75005,-73.99718,1,3.0,0.0,0.72,1.0,0
0.0,12.0,40.71223,-73.94169,0,3.0,70.0,2.96,1.0,311
1.0,1.0,40.75594,-73.96874,1,3.0,8.0,0.19,1.0,1
1.0,11.0,40.73379,-74.00422,0,1.0,5.0,0.1,1.0,0
0.0,6.0,40.69046,-73.9586,0,13.0,1.0,0.45,4.0,153
0.0,73.0,40.60803,-73.96211,0,3.0,15.0,0.45,2.0,211
1.0,26.0,40.74282,-73.9803,0,13.0,42.0,0.67,4.0,345
0.0,12.0,40.70634,-73.95338,0,5.0,17.0,0.53,1.0,0
0.0,54.0,40.6332,-73.94267,1,2.0,8.0,0.82,1.0,0
1.0,2.0,40.80618,-73.94587,1,1.0,0.0,0.72,1.0,5
0.0,12.0,40.71268,-73.95855,0,2.0,0.0,0.72,1.0,347
1.0,45.0,40.807,-73.96452,1,2.0,6.0,0.27,2.0,0
1.0,7.0,40.76147,-73.99152,1,2.0,70.0,0.82,1.0,10
1.0,71.0,40.76035,-73.98587,0,1.0,13.0,4.18,4.0,331
0.0,24.0,40.66215,-73.95187,1,3.0,4.0,0.24,1.0,0
2.0,96.0,40.69784,-73.89427,1,7.0,0.0,0.72,1.0,39
0.0,96.0,40.69671,-73.98417,0,2.0,70.0,3.59,2.0,53
0.0,22.0,40.64964,-73.96017,0,1.0,0.0,0.72,1.0,0
1.0,8.0,40.79993,-73.96475,0,3.0,0.0,0.72,1.0,44
0.0,12.0,40.71922,-73.94258,1,2.0,23.0,3.17,1.0,311
0.0,3.0,40.68499,-73.9616,1,10.0,5.0,0.24,1.0,0
1.0,27.0,40.72558,-74.00195,0,2.0,1.0,0.02,1.0,0
1.0,2.0,40.82483,-73.95394,0,13.0,25.0,0.75,1.0,6
1.0,19.0,40.72353,-73.97646,1,2.0,5.0,1.33,1.0,4
0.0,6.0,40.69574,-73.93364,0,5.0,8.0,2.82,1.0,307
1.0,4.0,40.7902,-73.9463,0,1.0,4.0,0.78,2.0,60
0.0,34.0,40.66958,-73.98998,1,2.0,22.0,0.29,1.0,280
0.0,21.0,40.7041,-73.92476,1,3.0,70.0,2.29,1.0,224
1.0,1.0,40.7538,-73.96564,1,13.0,0.0,0.72,4.0,257
0.0,21.0,40.70842,-73.9208,1,2.0,40.0,0.9,1.0,0
0.0,6.0,40.68371,-73.9405,1,3.0,20.0,0.94,1.0,136
1.0,1.0,40.7654,-73.98039,1,2.0,3.0,0.17,1.0,0
1.0,9.0,40.71709,-73.99628,1,4.0,0.0,0.72,1.0,0
0.0,6.0,40.69519,-73.95465,1,2.0,12.0,1.09,1.0,0
0.0,90.0,40.63421,-74.0263,0,2.0,36.0,0.94,1.0,281
0.0,21.0,40.69316,-73.90445,0,2.0,29.0,2.93,4.0,348
2.0,96.0,40.68577,-73.85984,0,3.0,10.0,2.14,2.0,54
1.0,1.0,40.76634,-73.98155,1,13.0,0.0,0.72,4.0,249
0.0,15.0,40.67191,-73.93997,1,3.0,70.0,2.77,1.0,267
3.0,96.0,40.81217,-73.91777,0,5.0,21.0,0.78,4.0,334
1.0,52.0,40.73085,-74.00079,1,13.0,0.0,0.72,1.0,365
1.0,28.0,40.77717,-73.95404,1,2.0,28.0,3.85,1.0,64
1.0,4.0,40.78589,-73.9487,1,2.0,43.0,3.11,1.0,301
1.0,28.0,40.77613,-73.9462,1,10.0,12.0,0.22,1.0,0
1.0,96.0,40.71316,-74.00498,0,4.0,0.0,0.72,3.0,89
0.0,16.0,40.66732,-73.98233,1,2.0,4.0,0.08,1.0,0
0.0,16.0,40.67356,-73.97742,1,13.0,70.0,2.1,1.0,0
0.0,34.0,40.68131,-73.98879,1,6.0,69.0,0.76,1.0,265
1.0,8.0,40.79094,-73.97459,1,1.0,38.0,2.56,1.0,86
1.0,7.0,40.76808,-73.98625,0,2.0,11.0,3.51,2.0,54
2.0,39.0,40.73673,-73.92526,0,5.0,70.0,2.23,4.0,250
0.0,6.0,40.67933,-73.94472,1,13.0,4.0,0.26,4.0,281
1.0,23.0,40.71269,-73.98713,1,2.0,10.0,0.58,1.0,6
1.0,68.0,40.73637,-73.98051,1,5.0,0.0,0.72,1.0,0
0.0,6.0,40.68092,-73.92045,1,2.0,4.0,1.28,1.0,301
0.0,67.0,40.59592,-73.97523,1,13.0,9.0,0.21,3.0,216
1.0,2.0,40.82332,-73.93979,0,1.0,7.0,0.73,1.0,89
1.0,19.0,40.72931,-73.98222,1,2.0,9.0,0.22,1.0,0
1.0,2.0,40.80005,-73.95212,0,3.0,70.0,1.65,1.0,317
1.0,7.0,40.76349,-73.98985,1,5.0,70.0,2.72,1.0,0
1.0,43.0,40.70617,-74.0112,1,13.0,4.0,0.3,1.0,220
0.0,6.0,40.68713,-73.93659,0,5.0,69.0,0.91,3.0,244
1.0,14.0,40.74119,-74.0006,0,2.0,70.0,4.18,1.0,288
1.0,7.0,40.76136,-73.99309,1,13.0,4.0,0.17,4.0,313
1.0,14.0,40.73818,-73.9977,1,2.0,70.0,2.02,3.0,157
0.0,6.0,40.69458,-73.94314,0,1.0,70.0,1.23,2.0,190
0.0,6.0,40.68995,-73.95167,1,1.0,9.0,0.49,1.0,0
2.0,87.0,40.73176,-73.8702,0,4.0,10.0,1.99,4.0,11
2.0,49.0,40.77748,-73.90971,0,2.0,14.0,0.28,1.0,0
1.0,2.0,40.82299,-73.94486,0,1.0,70.0,1.94,3.0,73
0.0,15.0,40.67259,-73.95831,0,2.0,70.0,3.17,1.0,117
0.0,36.0,40.68631,-73.99624,1,4.0,3.0,0.24,1.0,89
1.0,28.0,40.77912,-73.95594,0,3.0,8.0,0.21,1.0,0
1.0,23.0,40.71857,-73.98867,0,1.0,7.0,0.55,1.0,0
1.0,1.0,40.74842,-73.98542,2,1.0,1.0,0.1,1.0,179
0.0,12.0,40.71988,-73.95616,1,13.0,4.0,0.05,1.0,250
0.0,21.0,40.70423,-73.91595,0,1.0,3.0,0.13,1.0,0
1.0,2.0,40.83174,-73.94686,0,1.0,70.0,3.13,4.0,354
2.0,25.0,40.76462,-73.9319,0,1.0,16.0,1.37,1.0,95
0.0,12.0,40.70894,-73.94333,0,4.0,10.0,0.66,2.0,8
1.0,8.0,40.78718,-73.97521,1,2.0,0.0,0.72,1.0,0
1.0,28.0,40.77698,-73.95712,1,5.0,3.0,0.86,4.0,280
1.0,28.0,40.76893,-73.95967,1,3.0,53.0,0.79,1.0,87
0.0,6.0,40.69118,-73.93476,0,1.0,5.0,3.13,3.0,16
1.0,2.0,40.80193,-73.95573,0,1.0,0.0,0.72,1.0,0
0.0,12.0,40.71216,-73.95683,0,2.0,50.0,4.18,2.0,322
1.0,19.0,40.72615,-73.98781,1,13.0,12.0,0.17,1.0,31
1.0,52.0,40.72838,-73.99899,1,7.0,38.0,1.03,1.0,205
1.0,19.0,40.72884,-73.98548,1,2.0,7.0,0.19,1.0,0
1.0,19.0,40.72779,-73.98644,1,1.0,0.0,0.72,4.0,215
1.0,23.0,40.71996,-73.98729,0,3.0,2.0,0.04,1.0,0
0.0,96.0,40.61968,-74.00656,1,4.0,12.0,1.17,1.0,308
0.0,20.0,40.73456,-73.95328,0,2.0,2.0,2.0,1.0,47
3.0,96.0,40.86273,-73.83715,1,2.0,70.0,4.18,1.0,142
