,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
5164,0,34,40.6779,-73.98421,1,162,1,9,0.23,1,0
5165,2,63,40.73538,-73.853,0,80,1,2,0.03,1,0
5166,1,2,40.80257,-73.9548,0,200,1,0,0.72,1,0
5167,0,6,40.68905,-73.92685,0,45,5,8,0.31,1,247
5168,0,20,40.72533,-73.94204,1,129,30,6,0.12,52,188
5169,0,12,40.71795,-73.95804,0,55,1,1,0.02,1,0
5170,0,21,40.69865,-73.92972,0,68,5,12,0.26,1,14
5171,0,12,40.71985,-73.94422,1,120,2,1,0.02,1,0
5172,0,6,40.68732,-73.94058,0,55,2,41,1.09,2,0
5173,0,21,40.70033,-73.91197,0,50,5,0,0.72,2,0
5174,0,21,40.7001,-73.91204,0,50,5,2,0.03,2,0
5175,0,146,40.69817,-73.9654,1,150,1,7,0.12,1,0
5176,0,12,40.72037,-73.9596,1,140,30,21,0.38,1,252
5177,1,1,40.75068,-73.98177,1,136,30,9,0.17,14,220
5178,1,64,40.72339,-73.99477,0,92,5,0,0.72,1,0
5179,1,7,40.76215,-73.99036,0,125,3,133,2.25,1,9
5180,0,22,40.65136,-73.95974,0,48,5,0,0.72,1,0
5181,1,28,40.77693,-73.95632,0,82,3,56,0.94,5,138
5182,1,2,40.81217,-73.95303,1,150,1,3,0.05,1,0
5183,0,6,40.68237,-73.94811,1,90,8,17,0.42,1,0
5184,0,6,40.68667,-73.93897,1,117,5,105,1.77,1,6
5185,1,28,40.77707,-73.95652,0,71,3,55,1.03,5,156
5186,1,14,40.74944,-73.99631,1,390,3,10,0.17,1,9
5187,3,41,40.64408,-74.07834,0,58,3,93,2.1,1,279
5188,2,31,40.74626,-73.9009,0,50,5,3,0.05,1,0
5189,0,16,40.67256,-73.97212,1,150,5,10,0.17,1,0
5190,0,12,40.71858,-73.95711,0,150,1,9,0.19,1,0
5191,1,4,40.79416,-73.93984,0,80,7,47,0.8,2,121
5192,0,12,40.71623,-73.96415,0,115,1,78,1.31,1,8
5193,0,17,40.65084,-73.97334,0,70,10,0,0.72,1,0
5194,1,28,40.77175,-73.95742,1,95,30,10,0.22,52,336
5195,0,6,40.69411,-73.93987,0,85,2,1,0.05,1,0
5196,0,6,40.68772,-73.95484,1,180,3,72,1.31,1,291
5197,1,5,40.74735,-73.97671,1,149,3,8,0.17,1,0
5198,1,77,40.71726,-74.01134,1,200,7,16,0.34,1,0
5199,1,68,40.73601,-73.98205,0,69,2,177,2.98,1,285
5200,1,45,40.80645,-73.95804,0,85,5,25,0.44,1,198
5201,0,15,40.67472,-73.93,1,117,1,82,1.39,1,280
5202,1,11,40.73243,-74.00052,1,219,1,68,1.15,1,122
5203,2,56,40.75508,-73.91673,1,100,2,141,2.43,1,216
5204,0,29,40.67609,-73.96459,1,320,3,39,0.71,1,242
5205,1,26,40.74213,-73.9801,0,95,30,54,0.91,26,335
5206,0,21,40.70322,-73.92913,0,110,1,16,0.32,5,345
5207,1,2,40.80581,-73.95374,1,105,24,2,0.04,1,60
5208,0,12,40.7151,-73.95422,1,134,4,46,0.89,1,32
5209,0,22,40.65441,-73.96257,0,45,10,9,0.26,1,90
5210,1,26,40.73967,-73.98041,1,200,13,3,0.05,1,166
5211,1,7,40.76559,-73.99221,0,110,2,79,1.33,1,80
5212,1,4,40.80592,-73.93653,1,150,3,72,1.23,2,283
5213,0,21,40.6825,-73.90818,1,149,2,234,3.9,1,255
5214,1,45,40.81065,-73.96312,0,85,2,52,0.91,2,329
5215,0,6,40.68818,-73.959,1,200,7,5,0.09,1,0
5216,2,56,40.76403,-73.92162,1,170,3,116,1.96,2,355
5217,4,150,40.84611,-73.91036,0,40,3,59,1.0,1,343
5218,1,1,40.75911,-73.96299,0,70,1,0,0.72,1,0
5219,1,28,40.77632,-73.95458,0,95,1,389,6.51,2,254
5220,1,23,40.72144,-73.99356,0,95,1,64,1.12,2,266
5221,1,1,40.76514,-73.98058,0,350,1,9,0.2,1,0
5222,0,6,40.6872,-73.93805,1,165,3,173,2.97,1,297
5223,0,29,40.67262,-73.96542,1,120,2,21,0.51,1,13
5224,1,1,40.74596,-73.98678,0,130,3,10,0.38,1,0
5225,0,6,40.68826,-73.9385,0,40,1,8,0.16,4,335
5226,0,6,40.6825,-73.92519,1,130,3,135,2.27,2,206
5227,1,2,40.80919,-73.94815,1,120,3,80,1.37,1,245
5228,0,21,40.70716,-73.92171,1,90,1,40,0.68,1,0
5229,0,6,40.68358,-73.94838,0,120,2,82,1.6,1,328
5230,1,2,40.81022,-73.94266,2,115,1,16,0.27,1,365
5231,1,14,40.73986,-74.00035,1,150,2,1,0.02,1,0
5232,1,52,40.7311,-74.00014,0,170,1,20,0.4,1,364
5233,0,12,40.70967,-73.94945,1,124,5,85,1.45,1,238
5234,1,8,40.79253,-73.97378,1,104,30,16,0.28,8,101
5235,1,8,40.79203,-73.97299,1,99,30,14,0.24,8,135
5236,1,2,40.82217,-73.94149,0,85,3,0,0.72,2,88
5237,0,13,40.68961,-73.97781,1,158,30,5,0.1,21,278
5238,1,23,40.72046,-73.99237,1,400,3,0,0.72,1,0
5239,1,30,40.85672,-73.9302,2,100,2,0,0.72,1,363
5240,0,20,40.72793,-73.95011,1,115,1,2,0.03,1,0
5241,4,98,40.8105,-73.92507,0,55,1,276,4.63,2,19
5242,1,2,40.82621,-73.94596,0,72,3,154,2.72,2,153
5243,1,11,40.73254,-74.00698,1,170,30,12,0.22,39,252
5244,0,3,40.69352,-73.96556,1,150,7,15,0.27,1,280
5245,1,18,40.85988,-73.92709,0,39,1,13,1.18,2,233
5246,2,44,40.7012,-73.90008,0,49,2,77,1.53,1,1
5247,2,31,40.75338,-73.90618,0,39,30,9,0.16,18,318
5248,1,19,40.72695,-73.98617,1,200,3,78,1.33,1,336
5249,0,12,40.71601,-73.95359,1,185,30,12,0.2,1,0
5250,1,11,40.73223,-74.00355,1,200,4,17,0.29,1,35
5251,0,38,40.68558,-73.9815,0,110,3,1,0.02,1,0
5252,0,16,40.68098,-73.97925,1,275,3,4,0.07,1,0
5253,0,12,40.71231,-73.95313,0,105,1,372,6.23,2,59
5254,1,19,40.72328,-73.98926,1,260,1,299,5.04,2,232
5255,0,12,40.71283,-73.96714,1,175,25,4,0.07,1,0
5256,0,100,40.64287,-73.90228,1,90,3,96,1.66,1,295
5257,0,12,40.71694,-73.96017,1,125,21,1,0.02,1,0
5258,2,85,40.7012,-73.75041,1,239,3,11,0.45,2,355
5259,1,14,40.73996,-73.99919,1,195,2,31,0.52,1,10
5260,4,98,40.80772,-73.91791,0,53,1,321,5.46,1,44
5261,1,7,40.75882,-73.99168,0,99,1,147,2.84,1,4
5262,1,18,40.86711,-73.92742,0,52,7,0,0.72,1,0
5263,1,101,40.71019,-74.01705,1,130,60,4,0.07,1,13
5264,1,101,40.71031,-74.01557,1,325,30,9,0.16,1,0
5265,0,6,40.68419,-73.92217,1,135,2,252,4.37,1,35
5266,0,29,40.67548,-73.96802,0,85,2,206,3.5,2,3
5267,1,2,40.80384,-73.94692,0,68,3,164,2.85,1,87
5268,2,56,40.76315,-73.92709,0,45,14,1,0.02,1,0
5269,1,7,40.76867,-73.98541,1,87,30,6,0.11,52,365
5270,0,24,40.66082,-73.95419,0,89,1,52,1.44,1,188
5271,0,21,40.70784,-73.92224,1,150,3,203,3.42,1,308
5272,1,50,40.73923,-73.98589,1,124,30,10,0.17,1,0
5273,1,8,40.77885,-73.98178,1,169,7,0,0.72,1,0
5274,2,63,40.72356,-73.83982,0,125,2,128,2.17,3,332
5275,2,63,40.727,-73.83924,0,145,2,75,1.27,3,358
5276,0,21,40.70248,-73.93225,0,75,1,0,0.72,2,0
5277,0,21,40.70315,-73.93124,0,75,2,2,0.04,2,0
5278,1,5,40.74915,-73.97196,1,87,30,7,0.12,52,340
5279,2,39,40.74219,-73.92585,0,50,5,6,1.41,1,54
5280,1,7,40.7662,-73.98612,1,150,30,11,0.2,39,313
5281,1,8,40.79744,-73.97098,0,95,30,2,0.04,1,365
5282,1,5,40.74445,-73.97181,1,200,30,7,0.14,39,188
5283,1,2,40.80293,-73.95586,1,120,1,23,0.45,1,0
5284,1,8,40.77627,-73.98081,1,325,3,70,1.19,1,71
5285,1,52,40.72774,-74.00004,1,165,2,2,0.04,1,0
5286,1,8,40.79082,-73.97452,1,140,30,4,0.09,96,342
5287,0,6,40.69634,-73.9441,0,33,1,52,0.87,2,255
5288,1,23,40.71962,-73.98434,1,169,4,7,0.14,1,0
5289,0,12,40.71863,-73.94416,1,75,24,0,0.72,1,27
5290,1,68,40.73293,-73.9836,1,190,5,5,0.08,1,0
5291,2,56,40.76577,-73.91471,0,39,30,9,0.19,18,237
5292,0,6,40.68252,-73.94443,1,165,4,138,2.66,2,322
5293,2,25,40.74622,-73.94277,0,79,1,39,0.83,1,297
5294,1,2,40.82654,-73.9462,1,125,1,10,0.17,1,297
5295,1,11,40.73016,-74.00259,1,349,4,10,0.17,1,0
5296,0,12,40.71328,-73.95787,0,130,1,0,0.72,1,0
5297,0,100,40.63881,-73.91751,0,40,3,41,0.7,3,278
5298,0,15,40.67767,-73.95162,1,76,5,14,0.28,1,0
5299,0,22,40.64699,-73.96307,1,50,24,0,0.72,1,0
5300,0,21,40.70098,-73.93959,0,45,30,25,0.53,1,197
5301,0,6,40.68655,-73.93797,1,80,3,2,0.06,1,0
5302,1,11,40.72912,-74.00298,1,265,4,21,0.36,1,334
5303,0,79,40.64752,-74.0059,2,65,2,7,0.12,1,0
5304,0,6,40.68127,-73.94865,1,90,3,2,0.05,1,0
5305,1,52,40.72917,-73.99974,0,115,25,70,1.27,1,31
5306,1,8,40.79998,-73.96404,1,145,15,0,0.72,1,0
5307,0,100,40.63888,-73.91729,0,45,3,23,0.39,3,327
5308,2,49,40.77478,-73.91913,0,50,1,164,2.78,4,308
5309,0,6,40.68769,-73.93074,0,72,2,36,0.61,7,71
5310,2,49,40.77376,-73.91855,0,50,1,207,3.48,4,311
5311,0,6,40.68565,-73.93249,0,57,2,43,0.72,7,58
5312,1,11,40.73648,-74.00173,1,225,3,5,0.08,1,0
5313,0,6,40.69291,-73.95142,0,80,1,0,0.72,1,0
5314,2,103,40.76287,-73.88367,1,120,3,102,1.73,1,300
5315,0,12,40.71241,-73.9653,1,450,4,0,0.72,1,0
5316,1,8,40.79903,-73.96451,1,249,2,80,1.35,1,58
5317,1,30,40.83818,-73.94303,1,100,1,0,0.72,1,0
5318,0,24,40.65806,-73.95815,1,225,4,3,0.05,1,0
5319,4,115,40.89022,-73.9039,1,95,14,3,0.13,1,0
5320,0,12,40.70955,-73.95085,1,90,4,17,0.29,1,4
5321,0,6,40.68056,-73.9151,1,101,10,16,0.29,1,0
5322,0,12,40.71159,-73.94043,1,246,2,25,0.54,2,0
5323,0,12,40.70859,-73.94639,1,120,5,18,0.32,1,188
5324,0,113,40.69054,-73.99039,1,150,3,68,1.35,1,88
5325,0,90,40.63592,-74.02704,1,119,1,1,0.02,1,0
5326,1,23,40.72174,-73.98501,1,150,1,8,0.13,1,0
5327,1,28,40.77993,-73.94939,0,80,5,18,0.3,2,118
5328,0,73,40.58581,-73.9383,1,189,2,13,0.27,1,0
5329,0,6,40.68082,-73.93599,0,90,3,39,0.67,1,0
5330,1,11,40.73123,-74.00428,1,200,5,1,0.02,1,0
5331,1,2,40.82019,-73.95448,1,120,25,6,0.11,1,225
5332,1,27,40.72569,-74.00331,0,149,1,55,0.94,1,354
5333,1,28,40.76236,-73.96642,1,130,30,2,0.04,52,365
5334,0,21,40.6998,-73.93265,0,35,10,20,0.34,1,0
5335,0,35,40.6225,-73.92578,1,139,3,108,1.83,1,353
5336,0,15,40.6692,-73.94739,1,100,2,11,0.24,1,0
5337,1,8,40.78802,-73.97509,0,65,30,12,0.21,1,336
5338,1,52,40.7338,-73.99498,1,200,5,7,0.18,1,0
5339,1,68,40.73608,-73.9857,1,99,4,26,0.49,1,0
5340,0,6,40.6847,-73.94523,1,115,2,59,1.02,5,337
5341,2,106,40.58835,-73.79565,0,149,1,91,1.53,5,358
5342,0,79,40.65957,-73.99253,1,135,3,15,0.32,1,10
5343,0,24,40.65575,-73.9609,0,150,5,11,0.23,2,0
5344,1,30,40.83602,-73.94294,0,105,3,104,1.79,1,288
5345,0,96,40.68404,-74.004,1,75,8,1,0.02,1,0
5346,1,11,40.73824,-74.00027,1,175,3,45,1.05,1,0
5347,0,6,40.68695,-73.92947,1,135,3,8,0.14,1,0
5348,0,6,40.68989,-73.95428,0,72,5,0,0.72,1,88
5349,0,12,40.70684,-73.94227,0,60,1,0,0.72,1,0
5350,0,20,40.72241,-73.94179,0,97,5,3,0.06,1,0
5351,1,7,40.76052,-73.99115,1,860,4,39,0.67,1,365
5352,1,7,40.76053,-73.99002,0,200,1,0,0.72,1,0
5353,1,8,40.78789,-73.97427,1,98,3,233,3.97,1,33
5354,1,8,40.76908,-73.98483,1,87,30,5,0.1,52,365
5355,1,1,40.7495,-73.98313,1,150,30,13,0.23,14,331
5356,0,21,40.69349,-73.90726,0,50,4,3,0.06,6,79
5357,1,8,40.7937,-73.9659,1,185,30,2,0.13,96,310
5358,1,23,40.72168,-73.98876,1,225,2,16,0.28,1,0
5359,0,6,40.68374,-73.942,1,151,5,51,0.87,5,318
5360,0,20,40.73385,-73.95418,1,75,1,42,0.72,1,10
5361,1,28,40.78124,-73.95227,1,110,1,0,0.72,1,0
5362,0,21,40.70818,-73.92256,1,150,2,254,4.33,1,294
5363,1,19,40.73263,-73.98728,1,145,4,17,0.29,1,0
5364,1,19,40.72471,-73.98673,1,250,4,28,0.49,1,4
5365,2,81,40.74122,-73.88641,0,170,1,4,0.07,1,90
5366,0,3,40.68423,-73.96242,1,145,5,53,0.9,1,14
5367,1,19,40.72915,-73.98501,1,200,6,19,0.32,1,0
5368,0,15,40.6749,-73.95166,0,50,1,5,0.09,1,0
5369,1,8,40.79254,-73.97531,0,250,1,6,0.1,1,365
5370,1,5,40.74712,-73.97434,1,229,2,21,0.36,1,0
5371,1,4,40.78697,-73.94999,1,129,2,12,0.2,1,0
5372,1,7,40.76665,-73.9866,1,250,30,0,0.72,96,281
5373,1,8,40.79563,-73.9664,1,168,30,4,0.16,96,283
5374,1,2,40.81419,-73.94717,0,80,4,27,0.46,1,196
5375,0,15,40.66856,-73.95619,1,104,5,45,0.77,2,159
5376,0,24,40.66021,-73.96001,1,100,2,7,0.12,1,0
5377,1,4,40.79887,-73.94178,0,95,1,297,5.03,2,127
5378,2,37,40.75664,-73.79975,0,95,2,2,0.06,1,267
5379,0,29,40.6742,-73.96639,1,200,7,2,0.03,1,0
5380,1,19,40.73177,-73.98598,1,180,5,0,0.72,1,0
5381,4,99,40.81321,-73.90259,0,100,3,2,0.22,2,207
5382,1,8,40.77571,-73.97757,1,195,1,401,6.76,1,178
5383,1,14,40.74057,-73.99977,1,299,5,1,0.06,1,0
5384,0,21,40.69439,-73.90715,0,45,30,7,0.74,6,92
5385,1,43,40.7094,-74.00278,0,139,365,13,0.23,1,365
5386,1,64,40.72241,-73.99592,1,200,4,3,0.05,1,0
5387,3,89,40.6205,-74.07451,1,70,2,242,4.09,1,256
5388,0,20,40.72829,-73.95354,0,50,7,1,0.02,1,0
5389,0,15,40.67658,-73.94683,0,42,4,4,0.11,2,0
5390,0,20,40.71959,-73.94795,1,116,28,45,0.76,1,35
5391,1,14,40.73957,-74.00027,1,200,4,1,0.02,1,0
5392,1,19,40.72859,-73.97915,0,129,4,32,0.56,1,365
5393,0,16,40.67927,-73.97434,0,125,2,117,1.99,1,270
5394,0,16,40.67053,-73.98558,0,55,3,4,0.07,1,0
5395,1,43,40.70943,-74.01405,1,200,2,6,0.1,1,0
5396,0,13,40.69098,-73.97989,1,165,29,7,0.27,2,159
5397,1,11,40.73377,-74.0057,1,199,5,5,0.08,1,0
5398,1,52,40.73374,-73.9976,1,150,3,15,0.26,1,0
5399,0,12,40.71751,-73.95895,0,95,1,0,0.72,1,0
5400,0,12,40.7083,-73.94846,0,90,1,10,0.17,1,365
5401,1,68,40.7364,-73.98436,1,120,10,51,0.86,1,64
5402,0,6,40.69458,-73.94314,0,40,1,73,1.23,2,190
5403,0,12,40.71223,-73.94169,0,75,3,174,2.96,1,311
5404,0,12,40.70617,-73.93674,0,68,5,5,0.11,1,0
5405,0,6,40.68137,-73.9565,0,75,2,99,1.67,3,365
5406,1,45,40.81488,-73.96058,1,45,2,7,0.12,2,0
5407,1,4,40.79332,-73.94105,2,45,1,6,0.21,1,0
5408,0,0,40.64487,-73.97895,0,65,1,74,1.26,2,21
5409,0,10,40.66714,-73.98401,0,75,3,14,0.24,2,347
5410,1,7,40.76008,-73.992,0,84,2,5,0.09,3,0
5411,1,9,40.71672,-73.99184,1,130,2,101,1.71,1,0
5412,0,29,40.67652,-73.96442,0,50,30,12,0.2,1,0
5413,1,8,40.78099,-73.97416,0,150,3,50,0.85,1,365
5414,0,54,40.66165,-73.92536,0,95,2,7,0.13,3,365
5415,1,5,40.74933,-73.9724,1,300,1,2,0.03,1,0
5416,1,8,40.76904,-73.98494,1,113,30,8,0.13,52,258
5417,1,2,40.82079,-73.95115,1,145,1,23,0.39,1,219
5418,0,12,40.71981,-73.95558,1,150,3,0,0.72,1,0
5419,1,4,40.79882,-73.94266,0,90,1,295,4.99,2,155
5420,1,14,40.75076,-73.99588,1,95,30,15,0.27,19,204
5421,1,28,40.77237,-73.95536,1,118,30,3,0.1,29,282
5422,0,22,40.64117,-73.96167,1,75,5,2,0.03,1,0
5423,1,8,40.77595,-73.97966,1,225,7,26,0.68,1,85
5424,0,54,40.66336,-73.92656,0,81,2,4,0.08,3,364
5425,0,12,40.71267,-73.95721,1,190,2,4,0.08,1,0
5426,0,15,40.67297,-73.95489,0,75,1,3,0.05,1,0
5427,0,22,40.65271,-73.96074,0,59,2,12,0.2,4,189
5428,1,2,40.82035,-73.95529,0,99,1,75,1.31,2,361
5429,0,12,40.71293,-73.95321,1,270,7,0,0.72,1,0
5430,1,23,40.71957,-73.9863,1,140,70,0,0.72,1,83
5431,1,43,40.70563,-74.00878,1,275,3,9,0.19,1,0
5432,0,21,40.6845,-73.91193,1,1000,2,0,0.72,1,0
5433,0,20,40.72942,-73.95291,1,120,28,12,0.22,1,0
5434,0,20,40.723,-73.94237,1,125,3,11,0.19,1,0
5435,0,12,40.71494,-73.93906,0,75,30,1,0.42,1,271
5436,1,19,40.72509,-73.97898,1,117,3,7,0.12,1,7
5437,1,30,40.85749,-73.93258,1,80,1,4,0.07,1,0
5438,2,25,40.7512,-73.94019,0,60,6,3,0.08,1,0
5439,0,13,40.6926,-73.97337,0,103,3,169,2.88,1,192
5440,2,83,40.74946,-73.89505,1,65,1,1,0.06,2,0
5441,4,98,40.80866,-73.92069,0,45,5,14,0.28,1,0
5442,2,94,40.71009,-73.8196,0,70,3,64,1.16,1,282
5443,1,30,40.85722,-73.93354,1,90,7,1,0.02,1,124
5444,1,101,40.70797,-74.01693,1,225,5,7,0.12,1,0
5445,1,19,40.72186,-73.97663,1,125,14,2,0.04,1,3
5446,0,12,40.71713,-73.95669,1,175,2,76,1.29,1,19
5447,1,4,40.79508,-73.93256,1,195,3,25,0.43,3,0
5448,1,71,40.75848,-73.98414,0,130,4,177,3.01,1,235
5449,0,15,40.67081,-73.95761,0,96,3,1,0.02,1,0
5450,0,32,40.69417,-73.99443,0,129,2,199,3.42,1,298
5451,1,68,40.73845,-73.98373,1,200,7,10,0.17,1,100
5452,1,26,40.74533,-73.97956,0,95,4,11,0.19,2,0
5453,1,71,40.75977,-73.98763,1,189,2,57,1.18,1,9
5454,1,8,40.80075,-73.9677,1,450,1,1,0.03,1,121
5455,1,4,40.7948,-73.93457,1,264,3,38,0.65,3,0
5456,2,81,40.74471,-73.88075,0,45,30,20,0.34,2,188
5457,0,3,40.68646,-73.95975,1,150,2,11,0.42,1,0
5458,1,4,40.79365,-73.9349,1,540,3,20,0.38,3,350
5459,0,22,40.65101,-73.95517,0,95,3,0,0.72,1,365
5460,1,8,40.78829,-73.97053,1,230,6,1,0.02,1,0
5461,2,56,40.76957,-73.91502,0,65,2,16,0.27,1,302
5462,0,21,40.68819,-73.91594,0,70,30,0,0.72,1,0
5463,1,8,40.79407,-73.97513,1,160,4,75,1.31,2,8
5464,0,12,40.71305,-73.94334,1,200,6,0,0.72,1,0
5465,0,17,40.65527,-73.97853,1,138,5,1,0.1,1,0
5466,4,57,40.81192,-73.85334,1,155,1,19,0.35,7,332
5467,4,57,40.81225,-73.85349,0,75,2,0,0.72,7,349
5468,1,2,40.82546,-73.94629,0,39,4,33,0.57,3,292
5469,0,15,40.67042,-73.95608,1,115,2,76,1.3,1,283
5470,1,27,40.72699,-74.0012,1,110,30,3,0.05,9,333
5471,1,8,40.77323,-73.98014,0,100,3,172,2.93,1,214
5472,1,101,40.71185,-74.01719,1,225,3,2,0.04,1,0
5473,0,35,40.61938,-73.92471,1,125,14,10,0.21,1,180
5474,1,68,40.73371,-73.98576,0,150,1,1,0.02,1,0
5475,0,6,40.68295,-73.91472,1,199,4,9,0.23,1,0
5476,1,19,40.73152,-73.98676,1,250,3,12,0.25,1,0
5477,0,6,40.68043,-73.93705,1,210,2,10,0.21,2,180
5478,3,93,40.63628,-74.07763,1,180,2,139,2.42,1,263
5479,1,19,40.72777,-73.99005,1,129,5,26,0.58,1,0
5480,1,4,40.79347,-73.95029,0,90,1,265,4.5,1,36
5481,1,2,40.82257,-73.95565,0,50,30,46,0.79,3,330
5482,1,52,40.72818,-73.9981,1,140,1,37,0.66,1,19
5483,0,6,40.68692,-73.93113,1,150,2,5,0.09,1,0
5484,1,19,40.72088,-73.98149,1,233,30,17,0.33,1,364
5485,1,19,40.73057,-73.98726,1,170,2,1,0.16,1,0
5486,0,54,40.66303,-73.92526,0,60,2,6,0.26,3,326
5487,0,15,40.6723,-73.95951,1,200,2,3,0.05,1,0
5488,0,36,40.68781,-73.99415,1,160,4,0,0.72,1,0
5489,1,68,40.73771,-73.98058,1,150,30,1,0.02,52,342
5490,0,12,40.71276,-73.95114,1,140,2,3,0.12,1,0
5491,0,22,40.63762,-73.96155,0,65,1,0,0.72,1,0
5492,0,33,40.67845,-73.99983,0,60,3,3,0.07,1,0
5493,0,90,40.63562,-74.0235,1,130,3,1,0.07,1,83
5494,0,3,40.68316,-73.96163,1,103,1,0,0.72,1,0
5495,0,12,40.70974,-73.95612,0,89,2,30,0.52,3,219
5496,1,8,40.78789,-73.97679,0,50,5,0,0.72,1,0
5497,2,31,40.74433,-73.91172,1,150,2,110,1.86,1,294
5498,1,1,40.74819,-73.9856,1,240,3,7,0.13,1,0
5499,1,51,40.75592,-73.95515,1,1400,90,31,0.53,1,88
5500,2,83,40.74892,-73.88883,1,200,2,0,0.72,1,364
5501,1,2,40.8095,-73.95395,0,88,2,171,2.93,2,234
5502,1,2,40.8012,-73.95424,2,75,1,6,0.1,1,315
5503,1,14,40.73923,-73.99827,1,500,1,27,0.46,1,90
5504,1,14,40.74496,-73.99934,1,125,4,1,0.08,1,0
5505,1,8,40.80311,-73.96648,0,75,1,65,1.12,1,301
5506,1,68,40.73731,-73.98338,1,130,30,2,0.04,52,335
5507,1,19,40.73256,-73.98558,1,170,30,11,0.19,39,319
5508,1,14,40.75319,-74.00159,1,300,2,11,0.19,1,137
5509,0,6,40.68084,-73.94779,1,115,2,259,4.43,1,285
5510,0,21,40.6876,-73.9167,1,93,30,23,0.4,1,226
5511,0,6,40.68313,-73.9413,1,119,2,209,3.62,1,241
5512,1,23,40.71421,-73.98793,1,180,6,24,0.41,2,51
5513,1,2,40.81453,-73.94807,1,226,3,8,0.14,3,303
5514,0,16,40.67814,-73.9778,1,155,2,2,0.04,1,0
5515,1,11,40.73455,-74.00614,1,115,4,16,0.27,1,0
5516,0,22,40.64119,-73.96295,0,50,2,4,0.07,1,0
5517,1,45,40.80395,-73.96436,1,600,1,0,0.72,3,344
5518,1,45,40.80452,-73.96393,0,200,1,30,0.52,3,0
5519,0,3,40.68329,-73.9609,1,157,4,3,0.05,1,0
5520,0,6,40.6835,-73.92754,1,145,3,122,2.14,1,269
5521,2,121,40.70591,-73.89264,0,95,2,46,1.15,1,0
5522,1,2,40.80489,-73.95759,1,115,1,1,0.02,1,0
5523,2,56,40.76294,-73.91545,0,65,2,5,5.0,1,2
5524,1,2,40.80655,-73.94854,1,275,1,0,0.72,1,0
5525,2,56,40.75568,-73.91578,0,250,2,22,0.43,1,123
5526,1,53,40.72023,-73.99693,0,95,3,135,2.31,1,9
5527,0,16,40.66972,-73.97954,1,185,4,111,1.9,1,9
5528,1,4,40.80732,-73.93775,0,55,1,163,2.76,10,359
5529,1,64,40.72322,-73.99351,1,350,1,1,0.02,1,0
5530,1,23,40.71891,-73.98592,0,170,5,22,0.38,1,259
5531,0,16,40.66723,-73.98043,1,100,2,18,0.31,1,58
5532,1,30,40.84787,-73.93306,0,36,2,10,0.2,1,0
5533,0,34,40.68163,-73.98088,0,60,1,1,0.02,1,0
5534,0,6,40.67918,-73.95318,0,125,2,1,0.02,1,0
5535,0,12,40.71908,-73.95675,1,120,2,135,2.32,1,66
5536,1,43,40.70457,-74.00733,2,90,1,8,0.14,2,0
5537,1,2,40.81586,-73.94117,1,129,5,91,1.63,2,260
5538,2,81,40.74561,-73.88514,1,78,2,133,2.26,5,107
5539,1,23,40.72102,-73.98622,1,120,1,0,0.72,1,0
5540,1,52,40.72924,-74.00148,0,99,2,21,0.36,1,268
5541,4,141,40.87786,-73.87641,0,50,1,108,1.84,1,261
5542,1,30,40.83456,-73.94344,0,16,14,0,0.72,1,0
5543,4,66,40.85696,-73.91439,0,47,2,122,2.15,4,71
5544,0,6,40.68693,-73.95725,1,150,5,18,2.57,3,254
5545,3,151,40.57718,-74.13981,1,200,2,49,0.92,1,360
5546,0,15,40.66649,-73.92855,1,125,2,130,2.23,1,293
5547,0,15,40.67441,-73.92371,1,60,6,144,2.5,2,59
5548,2,83,40.7525,-73.88592,0,200,30,0,0.72,1,88
5549,0,22,40.62918,-73.96348,1,100,3,9,0.16,1,0
5550,2,56,40.76269,-73.90816,0,99,1,15,0.26,1,322
5551,1,30,40.83428,-73.94738,0,75,2,25,0.53,1,198
5552,0,12,40.70588,-73.95422,0,140,5,1,0.02,6,185
5553,4,72,40.83331,-73.91742,1,90,30,1,0.04,1,358
5554,1,71,40.75974,-73.9866,2,59,2,58,0.99,1,345
5555,1,19,40.73118,-73.98794,1,111,3,51,0.88,1,198
5556,1,30,40.83469,-73.93961,1,80,4,3,0.05,1,0
5557,0,15,40.67152,-73.92687,0,80,1,0,0.72,1,0
5558,1,2,40.81118,-73.93977,0,50,14,5,0.14,1,0
5559,1,9,40.71399,-73.99107,1,300,4,7,0.12,1,0
5560,0,13,40.6878,-73.97167,1,90,4,3,0.12,1,0
5561,1,19,40.72087,-73.97952,0,119,1,49,1.4,1,84
5562,2,56,40.7653,-73.92661,0,69,4,22,0.38,1,311
5563,1,8,40.7908,-73.97723,1,260,2,0,0.72,1,0
5564,0,20,40.72414,-73.95355,1,185,2,114,1.94,1,16
5565,2,83,40.7517,-73.89478,1,100,2,24,0.42,1,0
5566,1,8,40.77222,-73.98923,2,85,1,33,0.56,1,0
5567,1,27,40.71972,-73.99986,0,135,2,125,2.14,2,340
5568,0,16,40.66898,-73.97831,0,169,1,151,2.58,4,0
5569,0,6,40.68852,-73.92393,0,38,2,50,1.35,3,126
5570,0,21,40.70102,-73.92864,0,90,2,52,2.21,1,288
5571,1,2,40.8242,-73.93789,0,45,4,1,0.03,1,0
5572,0,17,40.6501,-73.97985,1,149,4,143,2.62,1,254
