neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
0,73,40.59631,-73.95743,1,2,12,0.27,1,320
2,129,40.68655,-73.86491,0,3,48,1.8,9,332
0,15,40.67442,-73.94096,1,4,7,0.56,2,343
1,7,40.76754,-73.98399,0,2,50,0.45,3,234
1,7,40.75691,-73.9984,0,2,35,0.69,2,28
3,179,40.61572,-74.08901,1,5,1,0.58,1,174
1,30,40.85014,-73.93743,0,1,67,3.07,2,72
2,56,40.76417,-73.92816,1,31,4,0.11,1,5
0,111,40.63741,-74.00118,0,1,43,0.99,2,310
1,19,40.72935,-73.98056,1,4,3,0.14,1,0
0,17,40.66044,-73.97977,1,30,5,0.12,1,282
1,23,40.72122,-73.98652,0,4,2,0.28,1,0
1,53,40.71801,-73.9984,1,1,22,1.12,2,23
0,84,40.68287,-73.88578,1,2,3,0.29,2,167
0,12,40.71257,-73.96149,1,4,0,0.72,1,0
1,30,40.83902,-73.93766,1,3,2,0.09,1,0
0,12,40.70312,-73.94464,0,4,6,1.98,1,55
0,6,40.69321,-73.95599,1,4,0,0.72,2,0
0,15,40.67152,-73.92687,0,1,0,0.72,1,0
0,12,40.70745,-73.94484,1,4,2,0.09,1,0
1,4,40.80023,-73.93822,0,1,1,0.02,1,0
1,7,40.76412,-73.99173,1,5,0,0.72,1,19
0,12,40.71989,-73.9581,1,4,2,0.48,1,7
0,6,40.6894,-73.95357,0,20,2,0.11,1,0
2,44,40.7066,-73.91392,0,2,0,0.72,1,3
1,2,40.81319,-73.94423,1,4,16,0.37,1,206
2,56,40.76561,-73.9248,0,2,53,1.33,1,39
1,8,40.78749,-73.97087,1,21,1,0.02,1,0
0,20,40.73136,-73.95276,0,2,21,0.43,2,0
0,21,40.70113,-73.91119,1,5,5,0.1,1,107
1,1,40.76541,-73.98179,1,30,0,0.72,65,364
0,117,40.62635,-73.9725,1,2,1,0.48,1,33
0,6,40.6802,-73.95768,1,3,1,0.03,1,0
0,6,40.68084,-73.93075,1,4,9,0.18,1,365
0,100,40.64674,-73.89501,0,5,85,1.25,5,155
1,45,40.80461,-73.96401,0,1,0,0.72,1,0
1,77,40.71663,-74.00647,1,30,0,0.72,232,235
0,29,40.67308,-73.96294,0,1,171,5.85,2,215
0,29,40.67984,-73.9703,0,2,0,0.72,1,0
1,4,40.79831,-73.94201,1,3,4,4.0,1,88
1,7,40.76536,-73.98866,2,2,0,0.72,1,23
1,45,40.8112,-73.95967,0,3,42,2.43,6,0
0,22,40.6485,-73.95439,0,1,18,0.79,1,154
0,21,40.69078,-73.92167,0,1,109,3.19,1,364
1,52,40.73158,-73.99254,1,7,19,0.27,1,158
1,102,40.71626,-74.00257,0,4,5,1.97,1,327
0,15,40.66959,-73.95718,1,3,0,0.72,1,0
4,144,40.87066,-73.89317,0,3,0,0.72,10,89
0,20,40.73046,-73.95211,1,1,0,0.72,1,0
1,14,40.74814,-73.98956,1,7,0,0.72,1,0
1,45,40.81373,-73.96013,0,1,0,0.72,1,0
1,7,40.76285,-73.98653,1,30,0,0.72,7,310
1,14,40.74081,-74.00296,1,1,1,0.02,1,0
1,11,40.73545,-74.00097,1,4,1,0.02,1,0
1,4,40.79326,-73.93988,1,1,0,0.72,1,11
0,0,40.64468,-73.97208,1,3,2,0.03,1,0
1,30,40.83307,-73.93515,0,80,0,0.72,1,179
0,21,40.69958,-73.91979,0,1,3,1.8,5,62
0,12,40.71809,-73.95383,1,3,2,0.07,1,0
1,45,40.80431,-73.96512,0,1,23,3.22,4,64
2,31,40.74516,-73.89278,0,30,2,0.25,15,0
0,24,40.65673,-73.96058,1,4,4,0.18,1,0
1,2,40.80462,-73.95622,1,2,32,3.69,1,90
0,6,40.68316,-73.91637,1,2,34,2.49,1,23
0,20,40.72769,-73.94309,0,3,4,1.14,1,0
1,7,40.76438,-73.98955,0,2,29,2.87,5,0
0,6,40.68144,-73.9426,0,5,0,0.72,1,0
2,46,40.69252,-73.80272,0,1,23,1.75,4,114
1,11,40.7332,-74.0039,1,2,2,0.05,1,0
1,30,40.84591,-73.94059,0,2,2,0.14,1,0
0,32,40.69602,-73.99253,0,3,1,0.04,1,0
1,23,40.715,-73.98596,0,1,22,2.54,3,123
2,87,40.71702,-73.86183,1,2,0,0.72,4,299
1,23,40.71203,-73.99008,0,1,125,4.31,3,119
2,85,40.686,-73.7691,0,2,4,0.29,5,180
1,14,40.74694,-74.0013,1,2,3,3.0,1,2
1,2,40.80335,-73.9575,0,14,10,2.21,2,0
1,23,40.72018,-73.98521,1,3,53,1.98,1,220
1,8,40.79224,-73.97408,1,30,0,0.72,1,358
1,19,40.72778,-73.98335,1,2,3,0.08,1,0
0,6,40.6891,-73.95452,0,2,7,0.36,2,49
1,2,40.80041,-73.95237,1,3,1,0.03,1,0
1,11,40.73088,-74.00378,1,1,59,1.83,1,73
1,14,40.75238,-73.9945,1,3,18,0.31,1,0
0,20,40.73204,-73.95874,1,2,0,0.72,1,0
0,12,40.7126,-73.93982,0,30,1,1.0,1,84
1,43,40.70781,-74.00525,1,29,1,1.0,327,339
0,21,40.69477,-73.92611,0,5,1,0.16,1,0
1,1,40.74667,-73.98513,0,3,1,1.0,6,364
0,29,40.67405,-73.96788,1,3,4,2.4,1,21
1,4,40.79443,-73.93501,0,2,49,1.52,5,76
0,15,40.67672,-73.94934,1,2,3,0.3,1,0
0,20,40.72191,-73.94405,0,1,2,0.05,1,0
1,23,40.7235,-73.99096,1,2,5,0.25,3,4
0,67,40.59284,-73.97682,1,3,15,3.31,2,119
0,12,40.70833,-73.95395,0,1,214,3.07,2,354
1,7,40.7608,-73.9947,0,3,0,0.72,1,0
0,12,40.7128,-73.96244,1,60,0,0.72,1,263
3,86,40.59101,-74.06685,0,7,0,0.72,4,189
1,2,40.81982,-73.94481,1,30,0,0.72,1,325
1,14,40.74675,-73.99555,0,2,6,0.16,1,0
0,20,40.72615,-73.94592,0,3,0,0.72,1,0
1,1,40.74749,-73.98873,1,1,172,4.33,1,213
1,43,40.70713,-74.01043,0,1,13,4.15,1,132
0,29,40.67763,-73.97185,1,4,41,0.47,1,10
0,15,40.67766,-73.93934,1,4,91,1.81,1,316
1,2,40.82818,-73.9389,0,4,75,2.52,1,52
1,1,40.74971,-73.98682,1,2,6,0.62,1,0
1,2,40.8179,-73.9539,0,2,52,1.04,3,0
0,6,40.6874,-73.94339,0,1,0,0.72,1,0
2,56,40.76575,-73.92092,0,5,1,0.02,1,0
1,28,40.77135,-73.95035,1,30,1,0.17,232,326
1,19,40.73345,-73.98956,1,2,66,0.93,1,334
0,21,40.69401,-73.90578,0,1,12,0.74,2,0
2,87,40.72661,-73.86046,1,1,89,3.42,1,157
1,2,40.82251,-73.9512,0,1,5,0.67,1,0
1,14,40.74233,-74.0002,0,3,3,0.19,1,0
0,12,40.70908,-73.95006,0,1,32,3.19,1,30
1,7,40.76046,-73.9901,0,2,123,2.81,1,124
2,83,40.75069,-73.89476,0,2,26,0.78,1,307
1,7,40.7642,-73.99133,1,3,1,0.02,1,0
0,10,40.66499,-73.97925,1,2,16,0.24,2,216
2,49,40.76961,-73.90451,1,45,198,2.33,1,80
1,2,40.83141,-73.94722,0,5,31,0.88,3,326
1,26,40.74252,-73.9798,1,2,0,0.72,1,0
2,63,40.70838,-73.85156,1,2,60,2.49,2,319
0,0,40.64465,-73.97871,0,3,5,0.18,1,0
2,49,40.77412,-73.9061,1,1,81,2.98,1,202
0,79,40.65046,-74.00402,1,1,26,2.52,1,0
1,4,40.80118,-73.94513,0,3,86,2.28,2,240
0,21,40.68949,-73.91191,0,5,0,0.72,1,0
0,12,40.71285,-73.96535,1,30,0,0.72,2,188
2,112,40.75433,-73.7688,0,1,92,4.3,3,318
1,27,40.72509,-74.00304,1,5,152,1.69,1,109
1,68,40.73305,-73.98574,1,4,10,0.52,1,0
0,21,40.69952,-73.92623,0,7,0,0.72,1,0
2,31,40.74509,-73.89649,0,2,2,0.08,1,0
1,2,40.81614,-73.94116,0,2,66,1.51,4,180
2,25,40.74942,-73.93658,0,1,8,0.82,1,3
0,54,40.65093,-73.93269,0,3,2,1.54,7,245
0,21,40.69959,-73.92975,0,2,48,1.0,2,318
0,24,40.65962,-73.96063,1,4,43,0.7,1,0
1,19,40.7206,-73.97913,1,3,0,0.72,1,357
1,2,40.82672,-73.94948,0,10,0,0.72,1,55
1,45,40.81377,-73.96166,0,1,2,0.05,1,0
2,56,40.77164,-73.92028,1,4,0,0.72,1,0
0,100,40.64126,-73.90953,0,3,1,0.05,4,364
1,19,40.7267,-73.98316,0,1,5,1.9,5,0
0,21,40.69935,-73.92642,0,7,7,0.24,2,0
1,1,40.74952,-73.97089,1,5,9,0.99,1,23
3,41,40.64332,-74.08283,1,2,116,4.0,1,191
1,2,40.83077,-73.94847,1,2,8,0.34,1,5
1,19,40.72303,-73.98545,1,30,0,0.72,232,249
0,21,40.70154,-73.91873,0,30,0,0.72,17,325
0,6,40.69077,-73.92667,0,30,0,0.72,6,38
0,12,40.71714,-73.95783,0,2,3,0.36,1,0
0,6,40.68411,-73.95169,0,1,162,2.26,15,334
1,30,40.83891,-73.93758,0,1,10,0.19,1,0
1,4,40.7916,-73.94686,0,3,242,3.69,1,55
0,6,40.68847,-73.93054,0,2,9,0.71,1,0
1,8,40.7846,-73.97315,1,2,0,0.72,3,93
1,43,40.70582,-74.01111,1,2,9,2.48,327,284
0,6,40.68798,-73.93903,1,3,218,2.92,1,246
2,56,40.76437,-73.91304,0,2,37,1.03,2,228
1,43,40.71002,-74.00723,0,3,0,0.72,1,0
1,7,40.76295,-73.98866,0,1,30,6.08,2,193
1,19,40.72715,-73.97757,1,12,0,0.72,1,0
1,1,40.75145,-73.97162,1,1,9,0.21,1,189
0,33,40.68326,-73.99327,1,3,27,0.58,1,166
0,12,40.71505,-73.95716,1,1,2,0.06,1,0
2,81,40.73018,-73.87172,0,1,20,6.32,4,156
1,28,40.77441,-73.95571,1,2,0,0.72,1,0
0,12,40.71867,-73.96163,0,2,1,0.59,1,44
0,36,40.68714,-73.99283,0,1,2,0.09,2,0
0,6,40.68579,-73.95038,0,30,1,0.27,8,217
2,83,40.75526,-73.86468,0,1,114,2.45,3,328
1,14,40.75003,-74.01455,1,90,0,0.72,1,244
0,73,40.5972,-73.95777,2,5,12,1.07,10,301
0,21,40.70403,-73.91276,1,2,3,0.06,1,0
1,43,40.70613,-74.01583,1,35,0,0.72,1,105
1,28,40.76021,-73.96075,1,30,0,0.72,96,280
0,12,40.71868,-73.95917,0,3,1,1.0,1,84
0,21,40.6832,-73.90639,1,2,7,0.39,3,0
2,56,40.76194,-73.91255,0,2,15,2.07,3,13
1,19,40.72124,-73.9801,1,4,19,2.63,1,168
0,6,40.68576,-73.92211,1,1,197,3.19,3,209
1,7,40.75882,-73.99168,0,1,147,2.84,1,4
1,19,40.72811,-73.98453,0,2,1,0.02,2,0
1,1,40.75348,-73.97065,1,30,136,1.45,1,120
0,22,40.63621,-73.95252,0,3,17,1.62,2,59
2,94,40.70626,-73.81463,1,1,17,2.23,3,44
0,21,40.69501,-73.92538,0,3,4,0.16,2,8
0,12,40.7121,-73.93705,1,4,1,0.03,1,0
1,68,40.73331,-73.98229,0,1,3,0.07,1,0
1,23,40.71856,-73.99061,1,90,0,0.72,232,208
1,8,40.77859,-73.98481,0,1,3,0.96,3,341
1,19,40.7326,-73.98681,1,3,3,3.0,1,10
1,19,40.72639,-73.98756,1,4,1,0.02,1,0
0,12,40.70929,-73.95381,1,2,9,0.44,1,0
1,7,40.76441,-73.98838,2,1,6,1.7,5,361
0,24,40.65711,-73.95747,1,31,1,0.06,1,32
0,22,40.64401,-73.96047,1,7,1,0.38,2,77
0,70,40.66983,-73.87745,0,7,16,1.42,3,287
0,24,40.65713,-73.9537,0,1,0,0.72,1,0
0,12,40.71288,-73.94406,0,2,34,0.7,1,39
0,54,40.63826,-73.93186,0,4,21,0.93,2,320
1,52,40.73506,-73.99743,1,7,0,0.72,1,0
1,43,40.70649,-74.01208,1,2,9,2.62,327,271
1,8,40.80053,-73.96651,1,30,23,0.27,1,0
1,2,40.82296,-73.94545,1,2,38,1.89,2,101
1,2,40.81185,-73.94579,0,2,67,1.54,1,211
1,11,40.73733,-74.00392,1,3,1,0.03,1,0
1,28,40.77878,-73.95056,1,2,10,0.45,1,3
0,16,40.67099,-73.98791,1,1,323,5.81,1,211
1,14,40.74855,-74.00074,2,1,19,4.45,1,208
1,30,40.85678,-73.92696,0,7,0,0.72,1,0
0,16,40.67094,-73.97388,1,3,123,3.01,2,289
0,20,40.72595,-73.95298,1,29,22,0.23,1,335
1,7,40.75438,-73.99759,0,2,11,1.63,8,73
0,21,40.6951,-73.92981,0,3,5,0.49,1,0
1,2,40.80925,-73.95541,0,2,45,0.64,2,310
1,11,40.73504,-74.00658,1,7,14,0.23,1,222
4,59,40.86352,-73.90503,0,30,0,0.72,1,365
0,6,40.68559,-73.93896,1,15,37,0.52,2,54
0,6,40.68608,-73.93478,0,2,6,0.1,1,0
1,23,40.71761,-73.98233,1,2,0,0.72,1,107
0,21,40.6984,-73.92767,1,2,0,0.72,1,0
1,4,40.78967,-73.94741,1,4,0,0.72,1,0
0,15,40.6699,-73.94169,0,15,1,0.04,3,333
0,21,40.69594,-73.90685,0,1,0,0.72,1,83
1,30,40.85029,-73.93602,0,2,3,0.13,1,0
0,6,40.69322,-73.94581,1,3,181,2.69,2,213
0,6,40.69004,-73.92993,0,1,92,5.1,7,11
1,7,40.76459,-73.99035,0,1,159,5.88,2,178
2,103,40.76565,-73.88278,0,1,0,0.72,1,45
0,16,40.67514,-73.97598,1,2,1,0.03,1,0
0,21,40.69703,-73.93207,0,2,53,1.23,1,340
0,21,40.70255,-73.92103,0,3,0,0.72,1,0
1,4,40.79131,-73.94344,0,1,62,1.35,3,257
0,79,40.65651,-74.0029,0,2,34,1.0,2,181
1,43,40.70473,-74.01582,0,2,1,1.0,2,5
0,6,40.68312,-73.92507,1,3,82,1.78,2,269
0,21,40.69469,-73.92475,0,5,7,5.12,1,133
1,5,40.74818,-73.98247,1,2,7,3.18,1,16
2,37,40.75498,-73.83423,1,2,0,0.72,1,361
1,9,40.71564,-73.99169,1,1,3,0.07,1,0
0,16,40.67591,-73.97689,1,3,0,0.72,1,239
1,7,40.76243,-73.99901,0,1,3,0.74,2,82
3,172,40.63135,-74.13023,0,2,21,0.64,5,355
0,40,40.70447,-73.98754,1,14,14,0.18,1,0
1,26,40.74148,-73.98304,1,3,3,0.05,1,0
0,21,40.6966,-73.91934,0,3,2,1.05,1,189
0,6,40.68722,-73.91962,1,1,3,3.0,3,312
0,6,40.68817,-73.95479,0,2,1,0.03,4,189
0,6,40.68366,-73.92011,1,2,9,5.4,1,330
0,15,40.6692,-73.94739,1,2,11,0.24,1,0
0,54,40.64082,-73.94818,1,4,10,0.17,1,0
1,5,40.75008,-73.97655,1,30,2,0.15,50,364
1,19,40.72864,-73.98216,0,7,130,3.38,1,78
1,14,40.73649,-73.99237,1,10,3,0.16,1,0
0,76,40.61487,-74.00666,0,1,15,3.02,1,0
0,12,40.70874,-73.95237,0,5,24,2.48,1,7
0,16,40.67331,-73.97471,1,3,2,0.46,1,5
0,6,40.69428,-73.94148,0,14,32,1.14,2,72
1,30,40.85084,-73.93905,1,5,3,0.26,1,30
0,12,40.7192,-73.94354,0,6,1,1.0,1,20
1,9,40.71795,-73.99708,0,1,36,3.9,2,233
1,43,40.70437,-74.00952,1,2,0,0.72,1,0
0,12,40.71154,-73.96112,0,3,61,0.54,4,238
0,6,40.69558,-73.94697,0,30,21,2.31,3,365
0,147,40.66006,-73.91234,0,1,1,0.08,3,0
0,12,40.70865,-73.96673,1,30,5,3.33,1,333
0,38,40.68416,-73.97912,0,1,3,0.19,1,3
0,54,40.65501,-73.91886,0,5,2,0.14,9,89
1,77,40.71743,-74.00623,1,2,23,0.4,1,187
1,2,40.80386,-73.95065,0,2,3,3.0,1,76
1,1,40.75965,-73.96543,1,30,14,0.39,5,75
0,6,40.68329,-73.9399,1,5,1,0.08,1,0
1,19,40.72823,-73.98425,0,1,24,1.79,2,91
0,6,40.6914,-73.95993,0,10,0,0.72,1,0
2,39,40.74532,-73.91974,0,2,3,0.06,1,0
2,139,40.72077,-73.81485,1,4,21,0.69,1,352
1,64,40.72361,-73.99467,1,7,14,0.67,1,9
1,51,40.76211,-73.94887,0,2,2,0.11,1,0
0,20,40.73242,-73.9585,1,3,64,2.15,1,72
0,6,40.67775,-73.93201,2,15,0,0.72,14,0
1,19,40.72812,-73.97966,1,2,16,0.18,1,0
2,37,40.75671,-73.83337,1,2,39,2.68,7,61
2,124,40.70047,-73.84086,1,7,0,0.72,3,52
0,6,40.68796,-73.91991,0,2,24,0.68,1,5
1,8,40.77468,-73.98184,1,2,5,0.2,1,0
0,113,40.69731,-73.98228,1,30,9,0.22,1,0
1,1,40.75235,-73.96781,1,30,2,0.04,5,315
1,5,40.74791,-73.97939,1,3,0,0.72,1,0
1,8,40.78882,-73.97945,1,2,15,0.26,1,0
0,13,40.69286,-73.98037,1,10,1,0.03,1,0
0,12,40.71314,-73.95535,0,3,8,0.17,5,0
1,43,40.70706,-74.00991,0,3,0,0.72,1,23
0,6,40.68961,-73.9232,0,16,0,0.72,1,0
2,49,40.76962,-73.89604,1,1,49,0.99,2,0
0,21,40.69863,-73.934,1,4,1,0.23,1,0
0,6,40.69402,-73.94679,0,6,6,0.76,3,66
2,37,40.74309,-73.82472,0,1,53,3.47,1,341
1,4,40.79009,-73.94741,0,2,0,0.72,1,0
2,25,40.75317,-73.93502,0,1,7,3.44,10,352
0,16,40.67053,-73.98558,0,3,4,0.07,1,0
1,30,40.84884,-73.93199,1,7,0,0.72,1,0
0,6,40.68589,-73.95516,1,6,4,0.2,2,0
1,28,40.77768,-73.95064,1,31,1,0.27,33,338
2,44,40.70017,-73.91014,0,1,0,0.72,1,0
0,111,40.63324,-73.99461,0,3,0,0.72,1,0
0,33,40.68293,-73.99747,1,5,11,0.47,1,64
0,22,40.65074,-73.96072,1,3,4,0.11,1,0
0,20,40.71937,-73.95332,0,3,3,0.13,1,0
0,6,40.6945,-73.96005,0,30,15,0.48,11,342
0,35,40.62876,-73.92203,0,2,94,3.14,2,70
2,201,40.71446,-73.75968,0,2,21,1.77,2,65
1,7,40.7637,-73.99184,1,1,0,0.72,1,2
1,43,40.70615,-74.00914,1,3,38,1.08,1,72
2,56,40.77006,-73.93043,0,1,1,0.02,1,0
0,20,40.72637,-73.94467,0,1,0,0.72,1,0
0,21,40.69369,-73.92421,1,10,3,0.09,1,0
1,28,40.76791,-73.96509,1,3,32,0.53,1,139
1,2,40.79935,-73.95208,2,1,25,1.83,2,6
1,23,40.72159,-73.98959,1,5,1,0.14,1,12
1,1,40.74503,-73.98876,1,18,54,0.57,1,98
0,6,40.6792,-73.93071,1,2,59,2.31,1,180
0,6,40.68994,-73.93031,0,20,0,0.72,1,0
0,21,40.69559,-73.90796,1,2,152,4.29,1,251
2,56,40.76832,-73.93576,1,1,0,0.72,1,90
0,24,40.6583,-73.9514,0,2,12,2.11,1,79
0,20,40.72749,-73.9406,1,30,0,0.72,52,5
1,23,40.71984,-73.98625,0,3,19,4.01,1,48
1,2,40.80579,-73.95606,1,6,5,0.53,1,192
0,6,40.69393,-73.94689,0,1,4,0.08,1,0
0,12,40.71673,-73.96428,1,2,4,0.59,1,12
0,15,40.6716,-73.9564,1,2,37,4.04,1,199
1,26,40.74195,-73.97826,0,1,16,0.68,1,0
1,4,40.80249,-73.93463,0,1,46,0.91,2,14
4,177,40.82823,-73.90114,0,2,0,0.72,1,0
1,2,40.82495,-73.94023,1,5,1,0.17,1,0
0,6,40.69522,-73.94027,0,7,1,0.37,1,0
1,23,40.7209,-73.98822,0,1,120,3.37,2,29
1,27,40.72616,-74.00102,1,4,0,0.72,1,0
0,21,40.69809,-73.92244,1,2,51,2.49,4,357
0,6,40.69132,-73.94205,2,3,15,0.2,1,365
0,12,40.71934,-73.96136,1,5,3,0.51,1,5
2,37,40.75778,-73.83353,0,1,7,0.7,4,347
0,22,40.64895,-73.95758,1,4,15,0.18,1,365
2,31,40.74667,-73.90202,1,3,8,0.55,1,0
0,35,40.62345,-73.93001,0,1,68,1.31,3,365
3,110,40.6011,-74.0783,2,2,0,0.72,4,82
1,1,40.75439,-73.97339,1,30,6,0.91,1,22
0,13,40.69083,-73.97301,1,5,21,2.7,5,206
1,2,40.80612,-73.95678,1,4,0,0.72,1,0
0,21,40.70889,-73.92135,1,3,9,0.23,1,42
1,4,40.7928,-73.93967,0,3,208,2.32,1,339
0,6,40.68978,-73.93751,1,2,189,3.02,2,131
2,152,40.66292,-73.76711,1,1,40,6.19,2,300
0,32,40.69915,-73.9962,0,1,18,1.42,2,75
1,1,40.75674,-73.97201,0,1,1,0.12,11,178
2,83,40.75491,-73.88313,0,2,10,1.15,1,5
0,21,40.69254,-73.90445,1,2,0,0.72,8,320
1,28,40.77286,-73.94789,1,14,0,0.72,1,0
1,68,40.73328,-73.9859,0,3,23,0.6,1,0
0,21,40.70247,-73.91793,0,4,16,0.83,1,42
3,93,40.63573,-74.0772,0,2,112,2.6,3,316
1,50,40.74125,-73.98862,1,7,0,0.72,1,0
2,83,40.75292,-73.88129,1,6,2,0.11,1,195
0,84,40.68375,-73.87065,0,28,88,1.05,4,326
0,100,40.63601,-73.91503,0,1,1,0.07,2,365
0,21,40.69684,-73.92241,1,2,1,0.16,2,5
1,30,40.84191,-73.9356,0,3,6,0.31,1,0
0,12,40.70762,-73.94221,0,3,2,0.07,1,0
0,54,40.65292,-73.94269,0,1,0,0.72,1,0
0,34,40.67704,-73.9846,0,1,9,0.46,17,338
2,83,40.75055,-73.88366,0,14,4,0.1,2,0
0,6,40.6804,-73.93183,1,7,53,1.12,2,77
0,3,40.69485,-73.96254,1,2,9,0.2,1,0
1,7,40.76054,-73.99066,1,2,59,2.52,5,266
1,18,40.87206,-73.92946,0,4,13,0.28,3,157
0,21,40.69308,-73.91882,2,1,0,0.72,1,0
0,21,40.70149,-73.92768,1,7,0,0.72,2,55
2,81,40.74045,-73.87776,0,30,0,0.72,37,0
2,37,40.75898,-73.81448,0,3,67,3.16,10,349
0,16,40.67138,-73.97772,1,3,76,0.95,1,48
1,7,40.76374,-73.98844,1,1,1,1.0,2,360
0,3,40.6863,-73.96765,0,4,84,0.77,3,365
0,22,40.65224,-73.95724,0,2,23,3.15,1,0
0,12,40.7109,-73.95916,1,2,3,0.21,2,0
0,12,40.71312,-73.9517,0,2,4,0.28,1,0
0,24,40.65931,-73.95371,1,5,5,0.68,1,3
1,4,40.79711,-73.93255,0,2,34,1.53,1,86
1,8,40.78931,-73.9752,1,5,12,0.25,1,25
0,21,40.69289,-73.92312,0,1,3,0.06,1,0
1,27,40.72396,-74.00393,0,5,1,0.11,2,0
0,90,40.62317,-74.02535,0,1,1,0.02,1,0
1,45,40.80495,-73.96439,0,60,0,0.72,1,72
1,5,40.74763,-73.97316,0,9,5,0.27,1,86
1,7,40.76387,-73.99117,0,1,9,0.35,1,0
1,26,40.74053,-73.97906,1,30,7,0.2,91,312
0,6,40.69342,-73.9324,0,7,0,0.72,1,87
4,99,40.81795,-73.91178,2,1,0,0.72,1,77
0,6,40.6792,-73.90937,1,10,2,0.1,1,349
0,84,40.68177,-73.88277,0,2,10,0.94,3,365
0,20,40.72264,-73.94272,1,1,14,1.17,1,0
1,68,40.73573,-73.98755,1,30,5,0.3,1,53
1,1,40.7531,-73.96986,1,4,2,0.75,1,63
0,12,40.7139,-73.94628,0,3,1,0.02,1,0
1,8,40.80006,-73.96095,0,30,0,0.72,32,37
0,24,40.6559,-73.95443,0,1,0,0.72,1,0
1,51,40.76213,-73.94889,0,2,1,0.03,1,0
0,15,40.67155,-73.94189,1,1,93,3.66,1,79
4,80,40.82153,-73.92683,1,2,2,0.08,1,0
0,29,40.67835,-73.97074,1,2,80,2.83,1,105
1,30,40.85183,-73.94022,1,1,0,0.72,1,0
1,43,40.70565,-74.00666,1,20,0,0.72,1,0
0,12,40.71388,-73.95744,0,2,1,0.2,1,0
2,56,40.76064,-73.92481,1,30,48,2.97,5,217
0,113,40.68978,-73.98598,0,21,0,0.72,1,0
0,12,40.71441,-73.94527,1,3,4,0.2,1,0
0,21,40.68587,-73.9082,0,2,23,5.11,4,114
1,7,40.76463,-73.99128,1,3,1,0.09,1,353
1,7,40.76418,-73.99448,0,2,2,0.17,1,0
0,6,40.69508,-73.94856,0,2,256,5.96,4,38
0,12,40.71337,-73.9642,0,8,0,0.72,1,0
1,4,40.8055,-73.93653,1,1,7,0.9,1,78
1,2,40.81425,-73.94549,0,4,6,1.05,1,0
0,3,40.68828,-73.96215,1,2,5,0.22,1,0
0,15,40.67436,-73.9551,1,4,6,0.61,1,4
2,83,40.75091,-73.89304,0,2,55,2.31,1,318
1,165,40.87618,-73.91266,0,2,7,0.32,3,0
0,21,40.69018,-73.92166,0,1,96,3.13,2,365
0,54,40.64172,-73.93073,1,2,33,2.74,4,34
2,44,40.70293,-73.90771,1,7,2,0.03,1,0
0,16,40.68193,-73.97807,1,5,1,0.02,1,0
2,162,40.73888,-73.86618,2,2,21,2.58,6,352
1,23,40.72028,-73.98794,1,30,1,0.77,1,96
0,20,40.73159,-73.95048,0,2,36,0.45,1,278
2,49,40.76961,-73.90805,0,2,0,0.72,2,0
1,28,40.78122,-73.94989,1,2,1,0.03,1,0
0,16,40.66723,-73.98043,1,2,18,0.31,1,58
0,6,40.69295,-73.93537,0,1,0,0.72,1,0
1,1,40.76377,-73.98103,0,3,0,0.72,3,0
2,31,40.74451,-73.91106,1,2,34,3.72,1,81
0,21,40.6949,-73.9116,0,5,20,0.78,2,365
0,22,40.65341,-73.96238,1,5,8,0.66,1,258
2,37,40.7447,-73.82497,1,3,95,3.52,1,63
1,8,40.77851,-73.97645,0,4,93,2.87,1,115
0,12,40.70796,-73.92412,0,2,3,1.55,1,73
2,56,40.77606,-73.92804,0,2,0,0.72,2,341
0,13,40.69246,-73.97171,0,4,0,0.72,1,0
0,6,40.68023,-73.94487,0,7,2,0.05,1,0
0,22,40.63953,-73.96308,0,1,1,0.03,2,364
0,12,40.70995,-73.96609,1,10,8,0.2,1,277
0,79,40.64811,-74.01366,1,30,2,0.09,1,101
1,14,40.74314,-73.99898,0,1,2,0.1,1,0
0,6,40.68411,-73.92079,1,3,0,0.72,1,0
1,8,40.77724,-73.98109,1,3,10,0.12,1,0
0,32,40.7007,-73.99517,1,30,0,0.72,2,65
0,117,40.62541,-73.96293,1,3,1,0.12,2,46
0,32,40.69346,-73.99814,1,2,7,1.09,1,47
1,2,40.82516,-73.95288,0,1,1,0.02,1,0
1,28,40.77516,-73.9555,2,1,0,0.72,1,0
0,38,40.68909,-73.99083,1,13,1,0.04,1,0
0,21,40.68624,-73.9144,1,30,2,0.5,26,317
1,2,40.8183,-73.93828,0,1,13,1.34,4,167
0,3,40.6944,-73.96606,1,1,1,0.04,2,0
2,87,40.72038,-73.86311,0,1,55,3.92,1,4
0,13,40.68412,-73.96951,0,7,3,0.42,1,250
0,22,40.64767,-73.96236,0,1,7,0.85,1,133
0,40,40.70267,-73.98828,0,12,24,0.69,1,0
1,26,40.74092,-73.97993,1,9,5,0.2,1,0
1,68,40.73467,-73.98501,1,3,0,0.72,1,0
0,6,40.69122,-73.94377,1,2,166,3.76,1,8
1,8,40.79155,-73.97477,1,30,0,0.72,96,341
2,39,40.74611,-73.91295,0,2,15,0.42,1,27
1,8,40.79424,-73.96588,1,30,2,0.11,10,338
1,19,40.72188,-73.9826,0,3,11,0.33,1,0
2,126,40.72143,-73.8932,0,1,37,0.97,3,364
